company_id,company_name,search_aliases,seed_row_ids,seed_locations,seed_products,seed_industries,identity_verified,facility_exposure_verified,sector_hints,southeast_georgia_seed_hint
company_51acf7e91bf99d07602b0a15,JTEKT North America Corp.,"[""JTEKT North America Corp."", ""jtekt north america""]","[""gnem_row_2""]","[""Pendergrass, Hall County""]","[""Vehicle roofing systems""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_7959438dbd42735054f1a7a4,Kautex Inc.,"[""Kautex Inc."", ""kautex""]","[""gnem_row_3""]","[""Lavonia, Rabun County""]","[""Automotive exterior and interior systems""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_284421b36ec8283988c17894,Kia Georgia Inc.,"[""Kia Georgia Inc."", ""kia georgia""]","[""gnem_row_96""]","[""West Point, Troup County""]","[""Golf carts, various off-road vehicles, electric on-road vehicles""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_98ae8e7c06629f61cd42906f,KTX America Corporation,"[""KTX America Corporation"", ""ktx america""]","[""gnem_row_97""]","[""LaGrange, Meriwether County""]","[""Stamped components and decorative trim""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_0070706649688b18a55fb394,Kumho Tire USA Inc.,"[""Kumho Tire USA Inc."", ""kumho tire usa""]","[""gnem_row_98""]","[""Macon, Bibb County""]","[""Stamped components and decorative trim""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_fc5db24fad4fb6564b0f2519,Kyungshin America Corp.,"[""Kyungshin America Corp."", ""kyungshin america""]","[""gnem_row_99""]","[""West Point, Troup County""]","[""Front-end modules, front-rolling chassis modules, rear-chassis modules""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_9c755b1461327a4d399720e7,Lark United Manufacturing Inc.,"[""Lark United Manufacturing Inc."", ""lark united manufacturing""]","[""gnem_row_9""]","[""Dublin, Johnson County""]","[""Motor vehicle transmissions""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_1ccd8d549b6d5b76fe835826,Lear Corporation,"[""Lear Corporation"", ""lear""]","[""gnem_row_101""]","[""Hammond Industrial Park, Troup County""]","[""Pressed parts in the body-in-white segment and structural components""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_ccca310b7ffd19ccc338c019,Lehigh Technologies Inc.,"[""Lehigh Technologies Inc."", ""lehigh technologies""]","[""gnem_row_102""]","[""Tucker, Gwinnett County""]","[""Suspension related functional components""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_007f5c302685153392ed0dc8,Linde + Wiemann,"[""Linde + Wiemann"", ""linde wiemann""]","[""gnem_row_103""]","[""Dublin, Laurens County""]","[""6-speed automatic transmissions""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_f8508eb6bd1d98eac99aa886,Lund International Inc.,"[""Lund International Inc."", ""lund international""]","[""gnem_row_25""]","[""Madison, Morgan County""]","[""Automotive seat frames""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_41d9c60287871fc6c424af25,Lund International Inc./Ventshade Division,"[""Lund International Inc./Ventshade Division"", ""lund international inc ventshade division""]","[""gnem_row_105""]","[""Madison, Morgan County""]","[""Industrial trailers and truck bodies""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_b5ea19d5054e315d972744db,Lyle Industries Inc.,"[""Lyle Industries Inc."", ""lyle industries""]","[""gnem_row_106"", ""gnem_row_107""]","[""Dawsonville, Dawson County""]","[""Automatic transmissions"", ""Molded injection auto parts""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_ef38ad6c248a16d5d72da55c,Mack Trucks,"[""Mack Trucks"", ""mack trucks""]","[""gnem_row_28""]","[""Dublin, Lowndes County""]","[""Interior and exterior automotive components""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_6ad2cc466d4f49495289e32c,Magna International,"[""Magna International"", ""magna international""]","[""gnem_row_109""]","[""Carrollton, Carroll County""]","[""Ceramic fiber insulation blankets""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_74f4835a25a8890b2477e48b,Mando America Corp.,"[""Mando America Corp."", ""mando america""]","[""gnem_row_29""]","[""Hogansville, Meriwether County""]","[""Automotive body parts""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_cc05f0fa42a8b67bc3fac107,Master Craft Engineering Inc.,"[""Master Craft Engineering Inc."", ""master craft engineering""]","[""gnem_row_111""]","[""Lavonia, Franklin County""]","[""Door modules, tailgate latches, and hood latches""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_40f766afc78f2026929f2f25,MAT Heavy Duty,"[""MAT Heavy Duty"", ""mat heavy duty""]","[""gnem_row_38""]","[""Suwanee, Gwinnett County""]","[""Vehicle protection and interior comfort products""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_04aa588dd09fd1f4ac08e185,Maxxis International USA,"[""Maxxis International USA"", ""maxxis international usa""]","[""gnem_row_113""]","[""Suwanee, Clayton County""]","[""Brake systems""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_a4ae0b0d9a7850bda1de1dbe,Mercedes-Benz USA LLC,"[""Mercedes-Benz USA LLC"", ""mercedes benz usa""]","[""gnem_row_41""]","[""Sandy Springs, Fulton County""]","[""Assembles motor vehicle chassis, automotive stamping""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_154339ddd87245d6b7e95ca5,Michelin Tread Technologies,"[""Michelin Tread Technologies"", ""michelin tread technologies""]","[""gnem_row_44""]","[""Lawrenceville, Gwinnett County""]","[""Ventvisors, hood shields, floor mats, automotive accessories""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_d75ac400f676e94363abe01a,Milliken & Co./Valway Plant,"[""Milliken & Co./Valway Plant"", ""milliken co valway plant""]","[""gnem_row_46""]","[""LaGrange, Troup County""]","[""Automotive brakes, steering and suspension systems""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_d4ec137cd59e7e026abc774c,Minebea AccessSolutions USA Inc.,"[""Minebea AccessSolutions USA Inc."", ""minebea accesssolutions usa""]","[""gnem_row_117""]","[""Gainesville, Cobb County""]","[""Headquarters and distribution location""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_859f550089b8293c0ae121ed,Mobis Alabama LLC,"[""Mobis Alabama LLC"", ""mobis alabama""]","[""gnem_row_47""]","[""West Point, Troup County""]","[""Products and systems for ATVs and other off-road vehicles""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_10d15bbbe68ff2be14d6aec2,MollerTech LLC,"[""MollerTech LLC"", ""mollertech""]","[""gnem_row_119""]","[""Dalton, Murray County""]","[""Injection molded components""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_eede3852858fee3e71f33721,Morgan Corp.,"[""Morgan Corp."", ""morgan""]","[""gnem_row_120""]","[""Lawrenceville, Gwinnett County""]","[""Engine components, turbochargers, exhaust parts and other automotive parts""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_1586819e6c963998b5db83da,Murata Electronics North America Inc.,"[""Murata Electronics North America Inc."", ""murata electronics north america""]","[""gnem_row_58""]","[""Smyrna, Fulton County""]","[""Motor vehicle brake systems and parts""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_4744f7fd4e0e4f89f2f73b2a,Neaton Rome Inc.,"[""Neaton Rome Inc."", ""neaton rome""]","[""gnem_row_63""]","[""Rome, Cobb County""]","[""Automotive seating and interior electronics""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_88a2081314267701955f6546,Nidec Elesys Americas Corp.,"[""Nidec Elesys Americas Corp."", ""nidec elesys americas""]","[""gnem_row_123""]","[""Suwanee, Forsyth County""]","[""Seating systems""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_7849dc05e9630d0106497b00,NIFCO KTW America Corp.,"[""NIFCO KTW America Corp."", ""nifco ktw america""]","[""gnem_row_124""]","[""Toccoa, Franklin County""]","[""Inventory management for Kia""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_8f5291e2a5a64e6a8f7f09e2,Nile Automotive,"[""Nile Automotive"", ""nile automotive""]","[""gnem_row_125""]","[""Cumming, Forsyth County""]","[""Window regulators and door frames""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_c511a92fcd95a7cc9a4a2c33,Nisshinbo Automotive Manufacturing Inc.,"[""Nisshinbo Automotive Manufacturing Inc."", ""nisshinbo automotive manufacturing""]","[""gnem_row_126""]","[""Covington, Newton County""]","[""Braking and suspension products""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_620054e4e188e563c4920e21,Nivel Parts & Manufacturing Co. LLC,"[""Nivel Parts & Manufacturing Co. LLC"", ""nivel parts manufacturing""]","[""gnem_row_127""]","[""Cairo, Grady County""]","[""Industrial trailers and truck bodies""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_bcc838354309e862758a8371,Novelis Inc.,"[""Novelis Inc."", ""novelis""]","[""gnem_row_65"", ""gnem_row_129"", ""gnem_row_130""]","[""Atlanta, Fulton County""]","[""Motor vehicle transmissions"", ""Seat, interior, and precision metal stamping"", ""Acoustic and thermally effective automotive components""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_a51a3f8338d12ca01a577774,NVH Korea,"[""NVH Korea"", ""nvh korea""]","[""gnem_row_89""]","[""Locust Grove, Henry County""]","[""Automotive stampings""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_a25ed74f86091489db686a03,Oneda Corp.,"[""Oneda Corp."", ""oneda""]","[""gnem_row_91""]","[""Gainesville, Hall County""]","[""Lightweight structural automotive parts""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_bce2d26074c9cd4b0409dbc0,OTR Wheel Engineering Inc.,"[""OTR Wheel Engineering Inc."", ""otr wheel engineering""]","[""gnem_row_133""]","[""Rome, Floyd County""]","[""Single axle trailers""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_b2519d425e8c787c3825d2b9,Paccar,"[""Paccar"", ""paccar""]","[""gnem_row_134""]","[""Morrow, Clayton County""]","[""Semi-trailers""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_065f929c58de60436123306d,PAI Industries Inc.,"[""PAI Industries Inc."", ""pai industries""]","[""gnem_row_135""]","[""Mableton, Cobb County""]","[""Brake pads""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_d0e4b3968ef99687d30dd1ba,Pak-Lite Inc.,"[""Pak-Lite Inc."", ""pak lite""]","[""gnem_row_136""]","[""Suwanee, Gwinnett County""]","[""Tires, wheels and rubber tracks""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_f4939036511c0ee9ade29b46,Panasonic Automotive Systems Co.,"[""Panasonic Automotive Systems Co."", ""panasonic automotive systems""]","[""gnem_row_137"", ""gnem_row_138""]","[""Peachtree City, Fayette County""]","[""Axle bearings"", ""Fluid carrying systems; steel pipe and tubes; powertrain and plastic tank systems""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_abf2b48f96cf55c66c957e6e,Panduit Corp.,"[""Panduit Corp."", ""panduit""]","[""gnem_row_139""]","[""Cumming, Forsyth County""]","[""Truck bodies and parts""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_58e740dcd9f3598d25e1cf8c,Peerless-Winsmith Inc.,"[""Peerless-Winsmith Inc."", ""peerless winsmith""]","[""gnem_row_140""]","[""Flowery Branch, Hall County""]","[""Thermal solutions""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_09088da4230e4aa9653a62b0,Perkins Small Engines LLC,"[""Perkins Small Engines LLC"", ""perkins small engines""]","[""gnem_row_110""]","[""Griffin, Spalding County""]","[""Specialized commercial vehicles including truck bodies, buses and armored vehicles""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_3b08d60cda1e626125460263,Peterson Spring,"[""Peterson Spring"", ""peterson spring""]","[""gnem_row_114""]","[""Athens, Clarke County""]","[""Precision turned parts for the automotive industry""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_2d4ba2a74a409a97bbfe7442,Piedmont Automotive Products Inc.,"[""Piedmont Automotive Products Inc."", ""piedmont automotive products""]","[""gnem_row_144""]","[""Clarkesville, Habersham County""]","[""Interior components and accessories""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_f5609ab445df94a594136ba8,PIOLAX Corp.,"[""PIOLAX Corp."", ""piolax""]","[""gnem_row_116""]","[""Canton, Cherokee County""]","[""All terrain vehicles""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_ca4c6bbbf98fac1857c252a1,Pirelli Tire North America LLC,"[""Pirelli Tire North America LLC"", ""pirelli tire north america""]","[""gnem_row_118""]","[""Albany, Dougherty County""]","[""Motor vehicle windshield wiper systems""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_916426eb70ecce5624bfa654,Porsche Cars North America Inc.,"[""Porsche Cars North America Inc."", ""porsche cars north america""]","[""gnem_row_122""]","[""Atlanta, Fulton County""]","[""Aftermarket automotive accessories""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_d52e9e16bbe521b4e9847297,PPG Industries Inc.,"[""PPG Industries Inc."", ""ppg industries""]","[""gnem_row_148""]","[""Calhoun, Whitfield County""]","[""Muffler and exhaust systems""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_29f6309444ab2e1c3472c3a7,QSR Inc.,"[""QSR Inc."", ""qsr""]","[""gnem_row_150""]","[""LaGrange, Clayton County""]","[""Functional aftermarket accessories for trucks and SUVs""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_7dd0e30354ae58e70bc7f1ab,Racemark International LLC,"[""Racemark International LLC"", ""racemark international""]","[""gnem_row_151""]","[""Gray, Jones County""]","[""Manufacturing and R&D engine parts for EV""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_733f406bade7f8e2e5e1a4ac,RealTruck,"[""RealTruck"", ""realtruck""]","[""gnem_row_132""]","[""Peachtree City, Walker County""]","[""Automotive lighting and electronics""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_bf47a285d281fa0f069e5d46,Rivian Automotive,"[""Rivian Automotive"", ""rivian automotive""]","[""gnem_row_153""]","[""Atlanta, Fulton County""]","[""Custom metal components""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_12e67d5ae5db170e67a50b2e,Robert Bosch LLC,"[""Robert Bosch LLC"", ""robert bosch""]","[""gnem_row_145""]","[""Flowery Branch, Forsyth County""]","[""Automotive powertrain systems""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_200ebe21e055e72509aa1abc,SAFT America Inc.,"[""SAFT America Inc."", ""saft america""]","[""gnem_row_155""]","[""Cataula, Harris County""]","[""Arm and head rests""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_e9fd0ec8b547bf4492af2a45,Sejong Georgia LLC,"[""Sejong Georgia LLC"", ""sejong georgia""]","[""gnem_row_156""]","[""Jefferson, Barrow County""]","[""NVH parts and interior components""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_07bdb7c1d1dbfa2bc94f0282,Seohan Auto USA,"[""Seohan Auto USA"", ""seohan auto usa""]","[""gnem_row_157""]","[""LaGrange, Lamar County""]","[""Custom made cargo trailers Ben""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_c89f5b7a127c7ebb39ac7795,Seoyon E-HWA,"[""Seoyon E-HWA"", ""seoyon e hwa""]","[""gnem_row_158""]","[""West Point, Troup County""]","[""Custom made cargo trailers Jeff""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_8888aef32079e2fde2def9b4,Seoyon E-Hwa Interior Systems,"[""Seoyon E-Hwa Interior Systems"", ""seoyon e hwa interior systems""]","[""gnem_row_159""]","[""West Point, Troup County""]","[""Fluid-carrying systems""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_a3f3c6917807f4d6e5d3818f,Sewon America Inc.,"[""Sewon America Inc."", ""sewon america""]","[""gnem_row_149"", ""gnem_row_152"", ""gnem_row_162""]","[""LaGrange, Troup County""]","[""Automotive aftermarket parts"", ""Motor vehicle engines and parts"", ""Fire truck bodies""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_0840ca72a880ea975df81150,SHIROKI North America Inc,"[""SHIROKI North America Inc"", ""shiroki north america""]","[""gnem_row_154""]","[""LaGrange, Clayton County""]","[""Exhaust and emission systems for trucks, buses, vans and industrial vehicles""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_8df8745aa77e1b6d38397a4e,SKF USA Inc.,"[""SKF USA Inc."", ""skf usa""]","[""gnem_row_165""]","[""Ringgold, Catoosa County""]","[""Exhaust systems and parts""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_2703f483acb6cc525b6a7848,Solvay Specialty Polymers USA LLC,"[""Solvay Specialty Polymers USA LLC"", ""solvay specialty polymers usa""]","[""gnem_row_160""]","[""Augusta, Elbert County""]","[""Automotive wire harnesses""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_897a9db8aebed83bd2799b36,Southern Switches Corp.,"[""Southern Switches Corp."", ""southern switches""]","[""gnem_row_167""]","[""Dahlonega, Dawson County""]","[""Commercial truck bodies""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_5851dbb8592edb520cc2ac87,SRG Global Inc.,"[""SRG Global Inc."", ""srg global""]","[""gnem_row_168""]","[""Covington, Newton County""]","[""Products for marine, mobile home, and other industries""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_01817ab985f63f3cc976a82f,Stryten Energy,"[""Stryten Energy"", ""stryten energy""]","[""gnem_row_169""]","[""Alpharetta, Forsyth County""]","[""Automotive fiber padding""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_705c975c0b21d509bfb29018,Suhner Manufacturing Corp.,"[""Suhner Manufacturing Corp."", ""suhner manufacturing""]","[""gnem_row_170""]","[""Rome, Floyd County""]","[""Truck trailers""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_37a56bc9ae554661c98d2c5e,SungEel Recycling Park Georgia,"[""SungEel Recycling Park Georgia"", ""sungeel recycling park georgia""]","[""gnem_row_171""]","[""Duluth, Gwinnett County""]","[""Various fasteners for automotive seating and interior Fasteners, zippers, hook & loop, pull straps, ISO-marker buttons, seat belt buttons, plastic hardware""]","[""Miscellaneous Manufacturing Industries""]",False,False,"[""automotive_and_trade"", ""batteries_and_minerals""]",False
company_f48a5d63b769d5a79766038c,Superior Essex Inc.,"[""Superior Essex Inc."", ""superior essex""]","[""gnem_row_172""]","[""Kennesaw, Cobb County""]","[""Electric vehicles and batteries""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_a70d2f26955acf1b5a0306e6,Suzuki Manufacturing of America Corp.,"[""Suzuki Manufacturing of America Corp."", ""suzuki manufacturing of america""]","[""gnem_row_173""]","[""Rome, Cobb County""]","[""Electric vehicle assembly plant""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_1f5709cc554bb7b9bb9826bf,TCI Powder Coatings,"[""TCI Powder Coatings"", ""tci powder coatings""]","[""gnem_row_174""]","[""Ellaville, Schley County""]","[""Automotive assembly plant""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_3e0686f60c22b008dd5a18cf,TDK Components USA Inc.,"[""TDK Components USA Inc."", ""tdk components usa""]","[""gnem_row_175""]","[""Silver Creek, Floyd County""]","[""Auto manufacturer headquarters""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_aaa7f0307f6d78ed3a046f8c,TE Connectivity,"[""TE Connectivity"", ""te connectivity""]","[""gnem_row_176""]","[""Kennesaw, Cobb County""]","[""Truck and bus bodies""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_c6dcb308bcb598c09e54dacd,Teklas USA,"[""Teklas USA"", ""teklas usa""]","[""gnem_row_177""]","[""Calhoun, Gordon County""]","[""Golf carts and all-terrain vehicles""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_7941a108fa084dfe890ed1d8,Textron Specialized Vehicles,"[""Textron Specialized Vehicles"", ""textron specialized vehicles""]","[""gnem_row_178""]","[""Augusta, Richmond County""]","[""Golf carts, utility vehicles, industrial vehicles""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_102e1a25f7c6be28624dcef0,Thermal Ceramics Inc.,"[""Thermal Ceramics Inc."", ""thermal ceramics""]","[""gnem_row_179""]","[""Augusta, Columbia County""]","[""Electric vehicle batteries""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_2abed4e8267cf9012537b79e,Thomson Plastics Inc.,"[""Thomson Plastics Inc."", ""thomson plastics""]","[""gnem_row_180""]","[""Monroe, Walton County""]","[""Electric vertical takeoff and landing (eVTOL) aircraft manufacturing""]","[""Transportation Equipment""]",False,False,"[""automotive_and_trade""]",False
company_6cbe93bbec566a18e6054681,TI Fluid Systems,"[""TI Fluid Systems"", ""ti fluid systems""]","[""gnem_row_181"", ""gnem_row_182""]","[""Cartersville, Bartow County""]","[""School bus seating, seat belts, and occupant restraint systems"", ""OEM footprint: Volvo passenger vehicles; NA operations footprint""]","[""Automotive safety systems and restraints"", ""Passenger vehicles (EV + ICE)""]",False,False,"[""automotive_and_trade""]",False
company_e0551e94478a46a41053fe4e,Tie Down Engineering,"[""Tie Down Engineering"", ""tie down engineering""]","[""gnem_row_183""]","[""Atlanta, Fulton County""]","[""Heavy-duty and medium-duty trucks""]","[""Heavy-duty trucks""]",False,False,"[""automotive_and_trade""]",False
company_dfea087f5e2dd31c50e24164,TN Americas Holding Inc.,"[""TN Americas Holding Inc."", ""tn americas holding""]","[""gnem_row_184""]","[""Cumming, Forsyth County""]","[""Commercial trucks (Volvo/Mack), buses, construction equipment; OEM footprint""]","[""Commercial vehicles and powertrains""]",False,False,"[""automotive_and_trade""]",False
company_caacbd2dc0461ed785c2c708,Toyota Industries Group (TACG-TICA),"[""Toyota Industries Group (TACG-TICA)"", ""toyota industries group tacg tica""]","[""gnem_row_185""]","[""Pendergrass, Hall County""]","[""Commercial trucks (Freightliner/Western Star) & zero-emission truck programs""]","[""Commercial vehicles and powertrains""]",False,False,"[""automotive_and_trade""]",False
company_ee8dbbd4cf1c48979fcf0406,Trenton Pressing,"[""Trenton Pressing"", ""trenton pressing""]","[""gnem_row_186""]","[""Trenton, Dade County""]","[""Truck OEM footprint & parts/distribution operations (PACCAR network)""]","[""Commercial vehicles (Kenworth, Peterbilt)""]",False,False,"[""automotive_and_trade""]",False
company_d6618350a3c99d906f0ee2c2,Trenton Pressing Inc.,"[""Trenton Pressing Inc."", ""trenton pressing""]","[""gnem_row_187""]","[""Trenton, Dade County""]","[""Precision-machined powertrain components (engine/transmission/drivetrain parts)""]","[""Automotive precision components""]",False,False,"[""automotive_and_trade""]",False
company_7150fb43251087a238bda4ce,Valeo,"[""Valeo"", ""valeo""]","[""gnem_row_188""]",[],"[""Automotive body/stamped metal assemblies (Kia/Hyundai supply chain)""]","[""Automotive parts manufacturing""]",False,False,"[""automotive_and_trade""]",False
company_596feb00112a7e34ae91ab24,Vanguard National Trailer Corp.,"[""Vanguard National Trailer Corp."", ""vanguard national trailer""]","[""gnem_row_189""]","[""Trenton, Dade County""]","[""Stamped metal components and automotive body assemblies""]","[""Automotive structural components""]",False,False,"[""automotive_and_trade""]",False
company_2bc94a6bcf8d11a21a6cf4eb,Vernay,"[""Vernay"", ""vernay""]","[""gnem_row_190""]","[""Griffin, Spalding County""]","[""Automotive metal stamping & body parts manufacturing (Hyundai/Kia supplier)""]","[""Automotive stamping and assemblies""]",False,False,"[""automotive_and_trade"", ""metals""]",False
company_b0f60975ef3d7167cafebe78,Vista Metals Corp.,"[""Vista Metals Corp."", ""vista metals""]","[""gnem_row_191""]","[""Adairsville, Bartow County""]","[""Automotive modules/powertrain components; parts supply""]","[""Automotive modules and components""]",False,False,"[""automotive_and_trade""]",False
company_e8ba5621ee1abfc8fd4637ee,Voestalpine Automotive Body Parts Inc.,"[""Voestalpine Automotive Body Parts Inc."", ""voestalpine automotive body parts""]","[""gnem_row_192""]","[""Cartersville, Bartow County""]","[""Automotive components manufacturing group (compressors/automotive parts)""]","[""Automotive components""]",False,False,"[""automotive_and_trade""]",False
company_1b71f48f9617b15b0e014979,Volvo Cars USA,"[""Volvo Cars USA"", ""volvo cars usa""]","[""gnem_row_193""]",[],"[""Automotive plastic parts manufacturing (interior/exterior components)""]","[""Automotive plastics""]",False,False,"[""automotive_and_trade""]",False
company_7a96eea5ccf771c156845947,Volvo Group North America,"[""Volvo Group North America"", ""volvo group north america""]","[""gnem_row_194""]",[],"[""Metal stamping/pressing for automotive components""]","[""Metal stamping and assemblies""]",False,False,"[""metals""]",False
company_bac57d36c7250058fae99e10,Wabash National Corp.,"[""Wabash National Corp."", ""wabash national""]","[""gnem_row_195""]","[""Ellenwood, Clayton County""]","[""Automotive parts contract manufacturing (assemblies/components)""]","[""Automotive plastic components""]",False,False,"[""automotive_and_trade""]",False
company_aacc5e2a4c9fc98b8e2f9d80,Wheelabrator Group Inc.,"[""Wheelabrator Group Inc."", ""wheelabrator group""]","[""gnem_row_196""]","[""LaGrange, Troup County""]","[""Metal stamping & fabrication for automotive/industrial components""]","[""Automotive textiles and interiors""]",False,False,"[""automotive_and_trade""]",False
company_3c67e220aad7d9c8ee1929f3,WIKA USA,"[""WIKA USA"", ""wika usa""]","[""gnem_row_197""]","[""Lawrenceville, Gwinnett County""]","[""Vehicle power & data solutions; wiring harnesses and connectors""]","[""Automotive wiring systems""]",False,False,"[""automotive_and_trade""]",False
company_a61f2691b7ceb2228b2ccd4d,Woodbridge Foam Corp.,"[""Woodbridge Foam Corp."", ""woodbridge foam""]","[""gnem_row_198""]","[""Lithonia, Rockdale County""]","[""Automotive wiring harnesses & electrical distribution systems""]","[""Automotive electrical systems""]",False,False,"[""automotive_and_trade""]",False
company_aa1a5dfbbcb7e72c4fc98871,Woory Industrial Co.,"[""Woory Industrial Co."", ""woory industrial""]","[""gnem_row_199""]","[""Dublin, Johnson County""]","[""Automotive connectors, terminals, sensors, and power/data components""]","[""Electrical connectors and sensors""]",False,False,"[""automotive_and_trade""]",False
company_74bf2146c064be5012820c17,Yachiyo Manufacturing of America LLC,"[""Yachiyo Manufacturing of America LLC"", ""yachiyo manufacturing of america""]","[""gnem_row_200""]","[""Carrollton, Carroll County""]","[""Automotive seating and E-Systems (electrical distribution)""]","[""Automotive seating and E‑systems""]",False,False,"[""automotive_and_trade""]",False
company_3bfce136e09e64002bf1582c,Yamaha Motor Manufacturing Corp.,"[""Yamaha Motor Manufacturing Corp."", ""yamaha motor manufacturing""]","[""gnem_row_201""]","[""Newnan, Coweta County""]","[""Automotive electrical architecture, connectivity, and advanced safety components""]","[""Automotive electronics""]",False,False,"[""automotive_and_trade""]",False
