query_id,original_id,original_query,input_row,duplicate_of,sectors,geography,labels_basis,parent_query_id,expansion_reason
q_241,241,Port of Brunswick vehicle tariffs import volume changes,241,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_242,242,Savannah customs brokers EV battery auto parts tariff guidance,242,,"[""batteries_and_minerals""]",southeast_georgia,query_text_only,,
q_243,243,Georgia automotive suppliers tariffs logistics working capital,243,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_244,244,Georgia EV supplier tariff exposure product country of origin,244,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_245,245,Southeast Georgia EV supply chain tariff vulnerability assessment,245,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_246,246,site:ustr.gov Section 301 electric vehicles batteries critical minerals tariffs,246,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_247,247,site:ustr.gov Section 301 semiconductors printed circuit boards exclusions,247,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_248,248,site:cbp.gov automobile auto parts Section 232 guidance,248,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_249,249,site:cbp.gov CSMS steel aluminum derivative tariffs,249,,"[""metals""]",national_international_context,query_text_only,,
q_250,250,site:cbp.gov CSMS lithium ion battery tariffs,250,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_251,251,site:cbp.gov tariff stacking Chapter 99 automotive parts,251,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_252,252,site:hts.usitc.gov electric vehicles batteries printed circuits display modules,252,,"[""batteries_and_minerals"", ""pcbs_and_electronics"", ""displays""]",national_international_context,query_text_only,,
q_253,253,site:usitc.gov automotive components tariff changes 2026,253,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_254,254,site:federalregister.gov automobile parts Section 232 tariffs,254,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_255,255,site:federalregister.gov steel aluminum derivative products tariffs,255,,"[""metals""]",national_international_context,query_text_only,,
q_256,256,site:federalregister.gov lithium ion batteries Section 301,256,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_257,257,site:federalregister.gov active anode material antidumping countervailing,257,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_258,258,site:trade.gov automotive parts antidumping countervailing duties,258,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_259,259,site:commerce.gov critical minerals semiconductor import investigations,259,,"[""batteries_and_minerals"", ""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_260,260,site:whitehouse.gov presidential actions automobile tariffs,260,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_261,261,site:rulings.cbp.gov electric vehicle battery pack country of origin,261,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_262,262,site:rulings.cbp.gov printed circuit board assembly substantial transformation,262,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_263,263,site:rulings.cbp.gov automotive display module classification,263,,"[""displays""]",national_international_context,query_text_only,,
q_264,264,site:rulings.cbp.gov electric vehicle motor inverter classification,264,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_265,265,site:gaports.com automobile tariffs Brunswick Savannah,265,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_266,266,site:georgia.org automotive suppliers tariffs electric vehicles,266,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_267,267,site:georgia.org battery manufacturing supply chain investments,267,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_268,268,site:hyundai.com Georgia tariffs localization suppliers,268,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_269,269,site:lgensol.com tariffs North America battery manufacturing,269,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_270,270,site:sec.gov automotive suppliers tariffs Georgia manufacturing,270,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_271,271,Southeast Georgia EV supply chain tariff exposure,271,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_272,272,Southeast Georgia automotive suppliers tariff impact,272,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_273,273,Southeast Georgia battery manufacturers import duties,273,,"[""batteries_and_minerals""]",southeast_georgia,query_text_only,,
q_274,274,Southeast Georgia metals suppliers automotive tariffs,274,,"[""metals""]",southeast_georgia,query_text_only,,
q_275,275,Southeast Georgia automotive electronics import tariffs,275,,"[""pcbs_and_electronics""]",southeast_georgia,query_text_only,,
q_276,276,Southeast Georgia vehicle display suppliers tariffs,276,,"[""displays""]",southeast_georgia,query_text_only,,
q_277,277,Savannah Georgia EV manufacturing tariff costs,277,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_278,278,Bryan County Georgia automotive suppliers tariffs,278,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_279,279,Bulloch County Georgia EV suppliers import duties,279,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_280,280,Effingham County Georgia automotive manufacturing tariffs,280,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_281,281,Chatham County Georgia EV component imports tariffs,281,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_282,282,Liberty County Georgia automotive suppliers tariff exposure,282,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_283,283,Port of Savannah EV supply chain tariff impact,283,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_284,284,Georgia automotive suppliers tariff-driven localization,284,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_285,285,Georgia EV manufacturers imported component dependencies,285,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_286,286,Georgia EV supply chain tariffs investment delays,286,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_287,287,Georgia automotive manufacturing tariffs employment impact,287,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_288,288,Georgia EV suppliers tariff mitigation strategies,288,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_289,289,"""Hyundai Motor Group Metaplant America"" tariffs",289,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_290,290,"""Hyundai Motor Group Metaplant America"" supplier localization tariffs",290,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_291,291,"""Hyundai Motor Group Metaplant America"" steel aluminum tariff exposure",291,,"[""metals""]",southeast_georgia,query_text_only,,
q_292,292,"""Hyundai Motor Group Metaplant America"" battery sourcing tariffs",292,,"[""batteries_and_minerals""]",southeast_georgia,query_text_only,,
q_293,293,"""Hyundai Motor Group Metaplant America"" South Korea imports tariffs",293,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_294,294,"""Hyundai Motor Group Metaplant America"" customs foreign trade zone",294,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_295,295,Hyundai Georgia plant tariff costs earnings disclosure,295,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_296,296,Hyundai Georgia suppliers automotive tariff exemptions,296,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_297,297,Hyundai Steel Georgia automotive steel tariffs,297,,"[""metals""]",statewide_georgia,query_text_only,,
q_298,298,Kia Georgia imported auto parts tariff exposure,298,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_299,299,Kia Georgia supplier localization tariffs,299,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_300,300,SK Battery America Georgia battery materials import duties,300,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_301,301,SK On Hyundai Georgia battery venture tariffs,301,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_302,302,Georgia Hyundai suppliers tariff surcharge contracts,302,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_303,303,Georgia Korean automotive suppliers customs country of origin,303,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_304,304,United States imported electric vehicles tariffs effective dates,304,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_305,305,United States automotive parts tariffs covered products,305,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_306,306,United States automotive tariffs country exemptions,306,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_307,307,United States automotive tariffs imported EV components,307,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_308,308,United States automotive tariffs implementation guidance,308,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_309,309,United States automotive tariffs non-US content calculation,309,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_310,310,United States auto parts tariffs domestic assembly relief,310,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_311,311,United States automotive tariff offsets eligibility,311,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_312,312,United States automotive tariff exclusions application process,312,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_313,313,United States automotive tariffs bonded warehouse withdrawals,313,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_314,314,United States automotive tariffs China Section 301 overlap,314,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_315,315,Automotive parts substantial transformation country of origin CBP,315,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_316,316,Electric vehicle parts HTS classification customs rulings,316,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_317,317,EV traction motors United States import tariffs,317,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_318,318,EV motor stators rotors United States import duties,318,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_319,319,EV electric drive units customs classification tariffs,319,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_320,320,EV reduction gearboxes United States import tariffs,320,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_321,321,EV axles automotive parts tariffs,321,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_322,322,Automotive transmission components United States import duties,322,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_323,323,Automotive steering assemblies import tariffs,323,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_324,324,Automotive suspension components import tariffs,324,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_325,325,Automotive braking systems United States tariff classification,325,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_326,326,Automotive wheel hubs bearings import tariffs,326,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_327,327,Automotive seats United States import tariffs,327,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_328,328,Automotive seat frames steel tariff exposure,328,,"[""metals""]",national_international_context,query_text_only,,
q_329,329,Automotive seat belts airbags import duties,329,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_330,330,Automotive interior trim United States import tariffs,330,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_331,331,Automotive floor mats customs classification tariffs,331,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_332,332,Automotive exterior plastic components import tariffs,332,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_333,333,Automotive bumpers customs classification import duties,333,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_334,334,Automotive wiring harnesses United States import tariffs,334,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_335,335,EV high-voltage connectors customs classification tariffs,335,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_336,336,EV charging cables United States import duties,336,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_337,337,EV thermal management systems import tariffs,337,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_338,338,EV heat pumps customs classification duties,338,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_339,339,EV radiators condensers automotive tariffs,339,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_340,340,Automotive glass windshields United States import tariffs,340,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_341,341,Automotive tires United States antidumping countervailing duties,341,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_342,342,Automotive fasteners United States tariffs country of origin,342,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_343,343,Automotive stamped metal parts Section 232 coverage,343,,"[""metals""]",national_international_context,query_text_only,,
q_344,344,Automotive cast metal parts United States import duties,344,,"[""metals""]",national_international_context,query_text_only,,
q_345,345,Automotive injection molding machinery import tariffs,345,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_346,346,Section 232 steel tariffs automotive supply chain effective dates,346,,"[""metals""]",national_international_context,query_text_only,,
q_347,347,Section 232 aluminum tariffs automotive supply chain effective dates,347,,"[""metals""]",national_international_context,query_text_only,,
q_348,348,Section 232 derivative steel products automotive components,348,,"[""metals""]",national_international_context,query_text_only,,
q_349,349,Section 232 derivative aluminum products EV components,349,,"[""metals""]",national_international_context,query_text_only,,
q_350,350,Section 232 steel aluminum derivative products inclusion notices,350,,"[""metals""]",national_international_context,query_text_only,,
q_351,351,Section 232 steel content valuation automotive parts,351,,"[""metals""]",national_international_context,query_text_only,,
q_352,352,Section 232 aluminum content valuation automotive parts,352,,"[""metals""]",national_international_context,query_text_only,,
q_353,353,Section 232 steel aluminum country exemptions current status,353,,"[""metals""]",national_international_context,query_text_only,,
q_354,354,Section 232 steel aluminum tariff exclusions expiration,354,,"[""metals""]",national_international_context,query_text_only,,
q_355,355,Section 232 steel aluminum quotas tariff rate quotas,355,,"[""metals""]",national_international_context,query_text_only,,
q_356,356,Section 232 steel aluminum Chapter 99 reporting instructions,356,,"[""metals""]",national_international_context,query_text_only,,
q_357,357,Section 232 steel aluminum tariffs Section 301 stacking,357,,"[""metals""]",national_international_context,query_text_only,,
q_358,358,Automotive steel imports South Korea United States tariffs,358,,"[""metals""]",national_international_context,query_text_only,,
q_359,359,Automotive steel imports Japan United States tariffs,359,,"[""metals""]",national_international_context,query_text_only,,
q_360,360,Automotive steel imports Mexico United States tariffs,360,,"[""metals""]",national_international_context,query_text_only,,
q_361,361,Automotive aluminum imports Canada United States tariffs,361,,"[""metals""]",national_international_context,query_text_only,,
q_362,362,Stainless steel automotive components United States tariffs,362,,"[""metals""]",national_international_context,query_text_only,,
q_363,363,Aluminum automotive body sheet United States tariffs,363,,"[""metals""]",national_international_context,query_text_only,,
q_364,364,Aluminum extrusions EV battery enclosures import duties,364,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_365,365,Aluminum battery foil United States import duties,365,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_366,366,Copper tubing automotive thermal systems tariffs,366,,"[""metals""]",national_international_context,query_text_only,,
q_367,367,Georgia metal stamping companies imported steel tariff costs,367,,"[""metals""]",statewide_georgia,query_text_only,,
q_368,368,Georgia aluminum extrusion suppliers EV tariff exposure,368,,"[""metals""]",statewide_georgia,query_text_only,,
q_369,369,Georgia automotive foundries imported metal tariffs,369,,"[""metals""]",statewide_georgia,query_text_only,,
q_370,370,Georgia automotive machine shops tariff surcharges,370,,"[""automotive_and_trade""]",statewide_georgia,query_text_only,,
q_371,371,Georgia steel service centers automotive tariff pricing,371,,"[""metals""]",statewide_georgia,query_text_only,,
q_372,372,United States non-EV lithium-ion battery tariffs effective dates,372,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_373,373,EV battery cells United States HTS classification tariffs,373,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_374,374,EV battery modules United States HTS classification tariffs,374,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_375,375,EV battery packs United States HTS classification tariffs,375,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_376,376,Lithium-ion battery parts Section 301 tariff coverage,376,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_377,377,Chinese EV battery imports United States tariff exclusions,377,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_378,378,South Korean EV battery imports United States duties,378,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_379,379,Japanese EV battery imports United States duties,379,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_380,380,European EV battery imports United States duties,380,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_381,381,Mexican assembled EV batteries country of origin tariffs,381,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_382,382,EV battery cell module pack substantial transformation CBP,382,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_383,383,EV batteries Section 301 automotive tariff overlap,383,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_384,384,EV battery tariffs Chapter 99 entry reporting,384,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_385,385,Lithium iron phosphate batteries United States import tariffs,385,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_386,386,Nickel manganese cobalt batteries United States import tariffs,386,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_387,387,Sodium-ion batteries United States customs classification duties,387,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_388,388,Battery precursor cathode materials United States import duties,388,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_389,389,Battery electrolyte salts United States import tariffs,389,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_390,390,Battery electrolyte solvents United States import tariffs,390,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_391,391,Battery separator coating materials import duties,391,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_392,392,Battery copper current collectors import tariffs,392,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_393,393,Battery aluminum current collectors import tariffs,393,,"[""batteries_and_minerals"", ""metals""]",national_international_context,query_text_only,,
q_394,394,Battery cell cans housings United States import duties,394,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_395,395,Battery thermal interface materials customs classification duties,395,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_396,396,Battery management systems United States import tariffs,396,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_397,397,Battery electrode coating equipment import tariffs,397,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_398,398,Battery formation testing equipment customs classification duties,398,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_399,399,Georgia battery factories imported equipment tariff exposure,399,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_400,400,Georgia battery suppliers tariff-driven domestic sourcing,400,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_401,401,Georgia battery recycling equipment import duties,401,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_402,402,United States critical mineral tariffs EV supply chain,402,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_403,403,United States processed critical minerals trade investigation tariffs,403,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_404,404,Critical minerals tariff measures proposed versus effective,404,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_405,405,Spodumene concentrate United States tariff classification,405,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_406,406,Natural graphite United States import tariffs effective dates,406,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_407,407,Battery-grade graphite Section 301 tariff exclusions,407,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_408,408,Spherical purified graphite United States customs classification,408,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_409,409,Nickel sulfate battery materials United States import duties,409,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_410,410,Nickel matte battery supply chain United States tariffs,410,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_411,411,Mixed hydroxide precipitate United States tariff classification,411,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_412,412,Cobalt sulfate United States import duties,412,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_413,413,Cobalt hydroxide United States customs classification tariffs,413,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_414,414,Manganese dioxide United States import duties,414,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_415,415,Rare earth oxides United States import tariffs,415,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_416,416,Neodymium praseodymium EV motors import duties,416,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_417,417,Dysprosium terbium United States import tariffs,417,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_418,418,Permanent magnets United States Section 301 tariffs effective dates,418,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_419,419,Neodymium iron boron magnets customs country of origin,419,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_420,420,China graphite export controls Georgia battery supply chain,420,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_421,421,China rare earth export restrictions Georgia automotive suppliers,421,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_422,422,Indonesia nickel United States import duties battery supply chain,422,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_423,423,Chile lithium United States trade agreement import duties,423,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_424,424,Argentina lithium United States import tariffs,424,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_425,425,Australia critical minerals United States import duties,425,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_426,426,Canada critical minerals United States tariffs USMCA,426,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_427,427,Battery black mass United States import export classification,427,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_428,428,Georgia battery recyclers critical mineral sourcing tariffs,428,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_429,429,Georgia EV suppliers rare earth magnet sourcing diversification,429,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_430,430,Bare printed circuit boards Section 301 tariff coverage,430,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_431,431,Printed circuit board assemblies automotive import duties,431,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_432,432,Metal-core PCBs EV power electronics import duties,432,,"[""metals"", ""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_433,433,FR-4 PCB laminate United States import duties,433,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_434,434,PCB prepreg materials United States tariff classification,434,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_435,435,EV inverters United States customs classification tariffs,435,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_436,436,EV onboard chargers United States import duties,436,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_437,437,EV DC-DC converters United States import tariffs,437,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_438,438,Automotive power modules United States customs classification,438,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_439,439,Semiconductor Section 301 tariffs automotive electronics,439,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_440,440,Semiconductor Section 232 investigation automotive supply chain,440,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_441,441,Georgia electronics manufacturers PCB tariff exposure,441,,"[""pcbs_and_electronics""]",statewide_georgia,query_text_only,,
q_442,442,Georgia automotive electronics suppliers component shortages tariffs,442,,"[""pcbs_and_electronics""]",statewide_georgia,query_text_only,,
q_443,443,Georgia PCB assembly reshoring tariff impact,443,,"[""pcbs_and_electronics""]",statewide_georgia,query_text_only,,
q_444,444,Automotive electronics contract manufacturers tariff surcharges,444,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_445,445,Automotive display modules United States import tariffs,445,,"[""displays""]",national_international_context,query_text_only,,
q_446,446,Automotive LCD panels United States tariff classification,446,,"[""displays""]",national_international_context,query_text_only,,
q_447,447,Automotive OLED displays United States import duties,447,,"[""displays""]",national_international_context,query_text_only,,
q_448,448,Automotive touchscreen assemblies United States tariffs,448,,"[""displays""]",national_international_context,query_text_only,,
q_449,449,Automotive infotainment systems United States tariff classification,449,,"[""displays""]",national_international_context,query_text_only,,
q_450,450,Automotive head-up displays United States import tariffs,450,,"[""displays""]",national_international_context,query_text_only,,
q_451,451,Automotive HMI control panels United States import duties,451,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_452,452,Automotive center-stack displays United States tariffs,452,,"[""displays""]",national_international_context,query_text_only,,
q_453,453,Automotive rear-seat entertainment displays import duties,453,,"[""displays""]",national_international_context,query_text_only,,
q_454,454,TFT LCD modules Section 301 tariffs,454,,"[""displays""]",national_international_context,query_text_only,,
q_455,455,OLED display modules Section 301 tariff exclusions,455,,"[""displays""]",national_international_context,query_text_only,,
q_456,456,Touch sensor panels automotive United States tariffs,456,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_457,457,Automotive displays China United States import tariffs,457,,"[""displays""]",national_international_context,query_text_only,,
q_458,458,Display module assembly country of origin CBP rulings,458,,"[""displays""]",national_international_context,query_text_only,,
q_459,459,Georgia automotive display suppliers tariff sourcing exposure,459,,"[""displays""]",statewide_georgia,query_text_only,,
q_460,460,Port of Savannah automotive component imports country of origin,460,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_461,461,Port of Savannah battery imports tariff-related volume changes,461,,"[""batteries_and_minerals""]",southeast_georgia,query_text_only,,
q_462,462,Port of Savannah steel aluminum imports tariff impact,462,,"[""metals""]",southeast_georgia,query_text_only,,
q_463,463,Port of Savannah electronics imports customs duties,463,,"[""pcbs_and_electronics""]",southeast_georgia,query_text_only,,
q_464,464,Georgia Ports Authority automotive tariffs cargo forecast,464,,"[""metals""]",statewide_georgia,query_text_only,,
q_465,465,Savannah foreign trade zone automotive tariff treatment,465,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_466,466,Brunswick foreign trade zone automobile tariff treatment,466,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_467,467,Georgia foreign trade zones battery manufacturing duties,467,,"[""batteries_and_minerals""]",statewide_georgia,query_text_only,,
q_468,468,Battery components foreign trade zone Section 301 duties,468,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_469,469,Savannah bonded warehouses automotive imports tariffs,469,,"[""automotive_and_trade""]",southeast_georgia,query_text_only,,
q_470,470,Automotive duty drawback Section 301 eligibility,470,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_471,471,EV component temporary importation bond tariff treatment,471,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_472,472,Automotive tariff refunds liquidation protest deadlines,472,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_473,473,Automotive suppliers tariff engineering customs classification,473,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_474,474,Automotive parts transshipment country-of-origin enforcement,474,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_475,475,Automotive suppliers tariff pass-through contract clauses,475,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_476,476,site:ustr.gov automotive Section 301 tariff modifications,476,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_477,477,site:ustr.gov lithium-ion batteries tariff exclusions,477,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_478,478,site:ustr.gov critical minerals graphite tariffs,478,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_479,479,site:ustr.gov semiconductors Section 301 tariff rates,479,,"[""pcbs_and_electronics""]",national_international_context,query_text_only,,
q_480,480,site:cbp.gov automotive tariffs implementation guidance,480,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_481,481,site:cbp.gov auto parts tariff frequently asked questions,481,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_482,482,site:cbp.gov Section 232 steel aluminum derivative reporting,482,,"[""metals""]",national_international_context,query_text_only,,
q_483,483,site:cbp.gov battery tariffs country of origin,483,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
q_484,484,site:cbp.gov automotive tariffs CSMS effective date,484,,"[""automotive_and_trade""]",national_international_context,query_text_only,,
q_485,485,site:hts.usitc.gov electric vehicles batteries tariff schedule,485,,"[""batteries_and_minerals""]",national_international_context,query_text_only,,
