work_id,doi,field,value,unit,raw,evidence_level,status,quote,locator,checks
doi:10.1002/open.202500559,10.1002/open.202500559,barrier_props,,,,not_stated,not_stated,,,
doi:10.1002/open.202500559,10.1002/open.202500559,antimicrobial_outcomes,,,,not_stated,not_stated,,,
doi:10.1002/open.202500559,10.1002/open.202500559,limitations,Lack of humidity control in validation tests led to mold growth after 12 days across all groups.,,Lack of humidity control in validation tests led to mold growth after 12 days across all groups.,full_text_verified,inference_from_quote,"After day 12, all groups, including the one with Co‐FA, suffered from mold, as no additional treatment or dehumidifiers were applied.",results,quote_exact;no_new_numbers
doi:10.1002/open.202500559,10.1002/open.202500559,scaleup_relevance,not_assessable,,not_assessable,full_text_verified,inference_from_quote,"Co‐FA MOF, Co 3 (HCOO) 6 , was synthesized by a solvothermal method.",methods,quote_exact;no_new_numbers
doi:10.1002/open.202500559,10.1002/open.202500559,concept_relevance,adjacent_mechanism,,adjacent_mechanism,full_text_verified,inference_from_quote,"The significant confinement of 1‐MCP in Co‐FA at room temperature was demonstrated, while moderate heating enabled its temperature‐controlled release.",abstract,quote_exact;no_new_numbers
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,reference,"Yuxuan Ban et al. (2026). Preparation of a Pickering emulsion film loaded with essential oils extracted from chili pepper leaves and its application in the post-harvest preservation of fresh broccoli. Current Research in Food Science, 12, 101411.",,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,doi,10.1016/j.crfs.2026.101411,,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,pub_type,original_research,,,metadata_only,grounded_verbatim,,api,
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,substrate_polymer,chitosan/polyvinyl alcohol,,chitosan/polyvinyl alcohol,full_text_verified,grounded_verbatim,chitosan/polyvinyl alcohol matrices,abstract,quote_exact;substring
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,mcp_carrier,,,,not_stated,not_stated,,,
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,antimicrobial,chili pepper leaf essential oil (CPLEO),,chili pepper leaf essential oil (CPLEO),full_text_verified,grounded_verbatim,chili pepper leaf essential oil (CPLEO),abstract,quote_exact;substring
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,prep_method,solution_casting,,solution_casting,full_text_verified,grounded_controlled,film-forming solution was poured uniformly into a Petri dish,methods,quote_exact;enum_clamped
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,manufacturing_temp_c,40,°C,40,full_text_verified,grounded_numeric,"s. 2.2.1. ## Single-factor trails Single-factor trails were performed with chitosan, polyvinyl alcohol, and glycerol as the in",methods,quote_repaired;number_found;unit_match;context_ok
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,trigger_mechanism,,,,not_stated,not_stated,,,
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,rh_conditions_pct,90 ∼ 95,%,90 ∼ 95,full_text_verified,grounded_numeric,90 ∼ 95% relative humidity,methods,quote_exact;number_found;context_reject;number_found;context_ok
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,storage_temp_c,4 ± 2,°C,4 ± 2,full_text_verified,grounded_numeric,"ge at 4 ± 2 °C, broccoli packaged with 1.5%TC-CP film maintained a higher hardness va",abstract,quote_repaired;number_found;context_ok
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,mcp_loading,,,,not_stated,not_stated,,not stated,
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,release_method,,,,not_stated,not_stated,,not stated,
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,release_duration,,,,not_stated,not_stated,,not stated,
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,kinetic_model,,,,not_stated,not_stated,,not stated,
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,release_result,,,,not_stated,not_stated,,not stated,
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,produce_tested,fresh broccoli,,fresh broccoli,full_text_verified,grounded_verbatim,fresh broccoli,abstract,quote_exact;substring
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,package_vol_mass,,,,not_stated,not_stated,,not stated,
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,quality_outcomes,,,"hardness (firmness), colour/yellowing, soluble solid content, weight loss",unverifiable,ungrounded_blanked,,abstract,quote_not_locatable
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,mechanical_props,"18.5 MP tensile strength, 280% elongation at break","MP, %","18.5 MP tensile strength, 280% elongation at break",full_text_verified,grounded_numeric,"(1.5%TC-CP) had an 18.5 MP tensile strength, 280% elongation at break, 80° water contact angle, 2.0 g/m<sup>2</sup>/h water vapor p",abstract,quote_repaired;number_found;context_ok
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,barrier_props,2.0 g/m<sup>2</sup>/h water vapor permeability,g/m<sup>2</sup>/h,2.0 g/m<sup>2</sup>/h water vapor permeability,full_text_verified,grounded_numeric,"ter contact angle, 2.0 g/m<sup>2</sup>/h water vapor permeability, and a smooth/dense structure with a thickness of 0.11 mm. The",abstract,quote_repaired;number_found;unit_match;context_ok
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,antimicrobial_outcomes,inhibition zone diameter increased by 50% against Listeria monocytogenes and 158% against Erwinia carotovora,,inhibition zone diameter increased by 50% against Listeria monocytogenes and 158% against Erwinia carotovora,full_text_verified,grounded_verbatim,increased inhibition zone diameter by 50% against Listeria monocytogenes and 158% against Erwinia carotovora,abstract,quote_exact;token_prefix
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,limitations,Preservation efficacy validated only for broccoli under short-term refrigerated conditions; lacks industrial scalability data and safety assessments of CPLEO migration.,,Preservation efficacy validated only for broccoli under short-term refrigerated conditions; lacks industrial scalability data and safety assessments of CPLEO migration.,full_text_verified,inference_from_quote,"plication. A limitation of this work is that the preservation efficacy was only validated for broccoli under short-term refrigerated conditions (10 days at 4 ± 2 °C), with no data on scalability to industrial production or safety assessments of CPLEO migration. Future work could extend the applicability to other perishable fruits and v",conclusion,quote_repaired;no_new_numbers
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,scaleup_relevance,low,,low,full_text_verified,inference_from_quote,"Its simple preparation process and stable mechanical properties ensure compatibility with existing industrial packaging machinery, facilitating scalable application.",conclusion,quote_exact;no_new_numbers
doi:10.1016/j.crfs.2026.101411,10.1016/j.crfs.2026.101411,concept_relevance,adjacent_material,,adjacent_material,full_text_verified,inference_from_quote,This study developed a novel and green active film by incorporating chili pepper leaf essential oil (CPLEO)-loaded Pickering emulsion (stabilized by tremella polysaccharide) into chitosan/polyvinyl alcohol matrices via single factor trails and response surface methodology.,abstract,quote_exact;no_new_numbers
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,reference,"Kyoungook Kim et al. (2025). Effects of sachet-type 1-methylcyclopropene (1-MCP) treatment on
                    fruit quality during ambient and cold storage of Hongro
                    apples. Food Science and Preservation, 32, 595-602.",,,metadata_only,grounded_verbatim,,api,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,doi,10.11002/fsp.2025.32.4.595,,,metadata_only,grounded_verbatim,,api,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,pub_type,original_research,,,metadata_only,grounded_verbatim,,api,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,substrate_polymer,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,mcp_carrier,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,antimicrobial,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,prep_method,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,manufacturing_temp_c,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,trigger_mechanism,liquid_water,,liquid_water,full_text_verified,grounded_controlled,"To initiate fumigation, the tip of each sachet was moistened with water prior to placement in the fruit box",methods,quote_exact;enum_clamped
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,rh_conditions_pct,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,storage_temp_c,"20±2°C, 0±0.5°C",°C,"20±2°C, 0±0.5°C",full_text_verified,grounded_numeric,20±2°C,methods,quote_exact;number_found;context_reject;number_found;context_reject;number_found;context_ok
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,mcp_loading,,,0.014%,unverifiable,ungrounded_blanked,0.014% 1-MCP,materials and methods,quote_exact;number_found;unit_match;context_reject
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,release_method,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,release_duration,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,kinetic_model,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,release_result,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,produce_tested,Hongro apples,,Hongro apples,full_text_verified,grounded_verbatim,*Hongro* apples,abstract,quote_exact;substring
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,package_vol_mass,10 kg box,kg,10 kg box,full_text_verified,grounded_numeric,per 10 kg corrugated fruit box,methods,quote_exact;number_found;number_found;number_found;context_ok
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,quality_outcomes,"firmness (64.0-65.2 N), colour (L*, a*, b*), soluble solids (SSC), weight loss, ethylene concentration (IEC: 0.4-14.4 μL/L)",,"firmness (64.0-65.2 N), colour (L*, a*, b*), soluble solids (SSC), weight loss, ethylene concentration (IEC: 0.4-14.4 μL/L)",full_text_verified,grounded_verbatim,"firmness ranging from 64.0 to 65.2 N, TA from 0.21% to 0.22%, and IEC from 0.4 to 14.4 μL/L.",abstract,quote_exact;token_overlap:14/15
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,mechanical_props,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,barrier_props,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,antimicrobial_outcomes,,,,not_stated,not_stated,,,
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,limitations,Requires further studies to determine optimal SFIS concentration for practical grower application,,Requires further studies to determine optimal SFIS concentration for practical grower application,full_text_verified,inference_from_quote,"However, further studies required to set optimal SFIS concentration to maximize efficacy to enable practical use by growers.",conclusion,quote_exact;no_new_numbers
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,scaleup_relevance,low,,low,full_text_verified,inference_from_quote,"The 1-MCP treatment was conducted using sachets containing powdered 1-MCP [SmartFreshTM InBox Sachet (SFIS); 0.014% 1-MCP, 99.986% inert ingredients; AgroFresh, Yakima, WA, USA], packaged in a tea bag-like format.",methods,quote_exact;no_new_numbers
doi:10.11002/fsp.2025.32.4.595,10.11002/fsp.2025.32.4.595,concept_relevance,core,,core,full_text_verified,inference_from_quote,"To initiate fumigation, the tip of each sachet was moistened with water prior to placement in the fruit box, which was then sealed with tape.",methods,quote_exact;no_new_numbers
doi:10.3390/foods14223978,10.3390/foods14223978,reference,"Jia Kan et al. (2025). Interfacial Engineering of High-Performance Pickering Emulsion–Gelatin Composite Films for Active Packaging. Foods, 14, 3978.",,,metadata_only,grounded_verbatim,,api,
doi:10.3390/foods14223978,10.3390/foods14223978,doi,10.3390/foods14223978,,,metadata_only,grounded_verbatim,,api,
doi:10.3390/foods14223978,10.3390/foods14223978,pub_type,original_research,,,metadata_only,grounded_verbatim,,api,
doi:10.3390/foods14223978,10.3390/foods14223978,substrate_polymer,gelatin,,gelatin,full_text_verified,grounded_verbatim,gelatin matrix,abstract,quote_exact;substring
doi:10.3390/foods14223978,10.3390/foods14223978,mcp_carrier,,,,not_stated,not_stated,,,
doi:10.3390/foods14223978,10.3390/foods14223978,antimicrobial,oregano essential oil,,oregano essential oil,full_text_verified,grounded_verbatim,oregano essential oil,abstract,quote_exact;substring
doi:10.3390/foods14223978,10.3390/foods14223978,prep_method,solution_casting,,solution_casting,full_text_verified,grounded_controlled,drying at 35 °C for 24 h,methods,quote_exact;enum_clamped
doi:10.3390/foods14223978,10.3390/foods14223978,manufacturing_temp_c,35,°C,35,full_text_verified,grounded_numeric,35 °C,methods,quote_exact;number_found;unit_match;context_ok
doi:10.3390/foods14223978,10.3390/foods14223978,trigger_mechanism,passive_diffusion,,passive_diffusion,full_text_verified,grounded_controlled,Fickian diffusion mechanism,results,quote_exact;enum_clamped
doi:10.3390/foods14223978,10.3390/foods14223978,rh_conditions_pct,,,,not_stated,not_stated,,,
doi:10.3390/foods14223978,10.3390/foods14223978,storage_temp_c,25,°C,25,full_text_verified,grounded_numeric,25 °C,methods,quote_exact;number_found;unit_match;context_ok
doi:10.3390/foods14223978,10.3390/foods14223978,mcp_loading,,,,not_stated,not_stated,,,
doi:10.3390/foods14223978,10.3390/foods14223978,release_method,other,,other,full_text_verified,grounded_controlled,absorbance measurement at 274 nm using a UV-Vis spectrophotometer,methods,quote_exact;enum_clamped
doi:10.3390/foods14223978,10.3390/foods14223978,release_duration,,,,not_stated,not_stated,,,
doi:10.3390/foods14223978,10.3390/foods14223978,kinetic_model,fickian,,"korsmeyer_peppas, fickian",full_text_verified,grounded_controlled,Korsmeyer–Peppas model showed higher correlation coefficients (R 2 = 0.9592 for 50% ethanol and 0.9518 for 10% ethanol) than the Higuchi model (R 2 = 0.8941 for 50% ethanol and 0.8879 for 10% ethanol). The release exponent ( n ) values of 0.2389 and 0.1991 (<0.45) confirmed that the OEO release followed a Fickian diffusion mechanism,results,quote_exact;enum_clamped
doi:10.3390/foods14223978,10.3390/foods14223978,release_result,The Korsmeyer–Peppas model showed higher correlation coefficients (R 2 = 0.9592 for 50% ethanol and 0.9518 for 10% ethanol) than the Higuchi model (R 2 = 0.8941 for 50% ethanol and 0.8879 for 10% ethanol). The release exponent ( n ) values of 0.2389 and 0.1991 (<0.45) confirmed that the OEO release followed a Fickian diffusion mechanism,,The Korsmeyer–Peppas model showed higher correlation coefficients (R 2 = 0.9592 for 50% ethanol and 0.9518 for 10% ethanol) than the Higuchi model (R 2 = 0.8941 for 50% ethanol and 0.8879 for 10% ethanol). The release exponent ( n ) values of 0.2389 and 0.1991 (<0.45) confirmed that the OEO release followed a Fickian diffusion mechanism,full_text_verified,grounded_verbatim,The Korsmeyer–Peppas model showed higher correlation coefficients (R 2 = 0.9592 for 50% ethanol and 0.9518 for 10% ethanol) than the Higuchi model (R 2 = 0.8941 for 50% ethanol and 0.8879 for 10% ethanol). The release exponent ( n ) values of 0.2389 and 0.1991 (<0.45) confirmed that the OEO release followed a Fickian diffusion mechanism,results,quote_exact;substring
doi:10.3390/foods14223978,10.3390/foods14223978,produce_tested,,,,not_stated,not_stated,,not stated,
doi:10.3390/foods14223978,10.3390/foods14223978,package_vol_mass,,,,not_stated,not_stated,,not stated,
doi:10.3390/foods14223978,10.3390/foods14223978,quality_outcomes,,,,not_stated,not_stated,,not stated,
doi:10.3390/foods14223978,10.3390/foods14223978,mechanical_props,"tensile strength: 41.2 MPa, elongation at break: 97.5%, modulus: 744.9 MPa, puncture: exceptional resistance","MPa, %","tensile strength: 41.2 MPa, elongation at break: 97.5%, modulus: 744.9 MPa, puncture: exceptional resistance",full_text_verified,grounded_numeric,"The maximum tensile strength and Young’s modulus increased from 29.9 MPa and 553.4 MPa (GOP 0% ) to 41.2 MPa and 744.9 MPa (GOP 6% ), respectively.",results,quote_exact;number_found;context_ok
doi:10.3390/foods14223978,10.3390/foods14223978,barrier_props,"WVP: 3.98 × 10 −14 g·cm·cm −2 ·s −1 ·Pa −1, OP: 1.89 × 10 −17 cm 3 ·cm·cm −2 ·s −1 ·Pa −1","g·cm·cm −2 ·s −1 ·Pa −1, cm 3 ·cm·cm −2 ·s −1 ·Pa −1","WVP: 3.98 × 10 −14 g·cm·cm −2 ·s −1 ·Pa −1, OP: 1.89 × 10 −17 cm 3 ·cm·cm −2 ·s −1 ·Pa −1",full_text_verified,grounded_numeric,"The WVP value decreased from 1.51 × 10 −13 g·cm·cm −2 ·s −1 ·Pa −1 (GOP 0% ) to 3.98 × 10 −14 g·cm·cm −2 ·s −1 ·Pa −1 (GOP 6% ), corresponding to a 73.6% reduction, while the OP value decreased from 1.29 × 10 −16 cm 3 ·cm·cm −2 ·s −1 ·Pa −1 (GOP 0% ) to 1.89 × 10 −17 cm 3 ·cm·cm −2 ·s −1 ·Pa −1 (GOP 6% ), representing an 85.3% decrease.",results,quote_exact;number_found;context_ok
doi:10.3390/foods14223978,10.3390/foods14223978,antimicrobial_outcomes,"inhibition zones: E. coli 22.32 ± 0.24 mm, S. aureus 39.58 ± 0.74 mm",,"inhibition zones: E. coli 22.32 ± 0.24 mm, S. aureus 39.58 ± 0.74 mm",full_text_verified,grounded_verbatim,"the inhibition zone diameters for E. coli and S. aureus increased from 8.69 ± 1.06 mm and 21.16 ± 0.66 mm (GOP 2% ) to 22.32 ± 0.24 mm and 39.58 ± 0.74 mm (GOP 8% , Figure 5 b,c), respectively.",results,quote_exact;token_overlap:8/8
doi:10.3390/foods14223978,10.3390/foods14223978,limitations,,,,not_stated,not_stated,,,
doi:10.3390/foods14223978,10.3390/foods14223978,scaleup_relevance,medium,,medium,full_text_verified,inference_from_quote,"Moreover, the small loading of a-ChNCs in the film imposes minimal impact on overall cost. The considerable improvements in material performance and stability therefore provide a favorable cost-to-performance ratio, supporting the scalability and commercial potential of this approach.",discussion,quote_exact;no_new_numbers
doi:10.3390/foods14223978,10.3390/foods14223978,concept_relevance,adjacent_material,,adjacent_material,full_text_verified,inference_from_quote,"Amidst the urgent demand for sustainable alternatives to petrochemical plastics, this work incorporated oregano essential oil Pickering emulsion (AOPE; stabilizer: acetylated chitin nanocrystals (a-ChNCs)) into the gelatin matrix.",abstract,quote_exact;no_new_numbers
doi:10.3390/foods14183190,10.3390/foods14183190,reference,"Qiyuan Feng et al. (2025). Tannic Acid-Modified Sodium Caseinate Pickering Emulsion Coatings: Characterization, Enhanced Mechanical/Antibacterial Properties, and Application in Cherry Tomato Preservation. Foods, 14, 3190.",,,metadata_only,grounded_verbatim,,api,
doi:10.3390/foods14183190,10.3390/foods14183190,doi,10.3390/foods14183190,,,metadata_only,grounded_verbatim,,api,
doi:10.3390/foods14183190,10.3390/foods14183190,pub_type,original_research,,,metadata_only,grounded_verbatim,,api,
doi:10.3390/foods14183190,10.3390/foods14183190,substrate_polymer,carboxymethyl tara gum,,carboxymethyl tara gum,full_text_verified,grounded_verbatim,carboxymethyl tara gum,introduction,quote_exact;substring
doi:10.3390/foods14183190,10.3390/foods14183190,mcp_carrier,,,,not_stated,not_stated,,,
doi:10.3390/foods14183190,10.3390/foods14183190,antimicrobial,bergamot essential oil,,bergamot essential oil,full_text_verified,grounded_verbatim,bergamot essential oil,abstract,quote_exact;substring
doi:10.3390/foods14183190,10.3390/foods14183190,prep_method,coating,,coating,full_text_verified,grounded_controlled,Pickering emulsion coating,abstract,quote_exact;enum_clamped
doi:10.3390/foods14183190,10.3390/foods14183190,manufacturing_temp_c,,,room temperature,unverifiable,ungrounded_blanked,dried at room temperature for 48 h,methods,quote_exact;no_parsable_quantity
doi:10.3390/foods14183190,10.3390/foods14183190,trigger_mechanism,,,,not_stated,not_stated,,,
doi:10.3390/foods14183190,10.3390/foods14183190,rh_conditions_pct,,,,not_stated,not_stated,,,
doi:10.3390/foods14183190,10.3390/foods14183190,storage_temp_c,,,,not_stated,not_stated,,,
doi:10.3390/foods14183190,10.3390/foods14183190,mcp_loading,,,,not_stated,not_stated,,,
doi:10.3390/foods14183190,10.3390/foods14183190,release_method,other,,other,full_text_verified,grounded_controlled,"analyzed with an ultraviolet spectrophotometer (TU-1901, Puyang Instrument Co., Puyang, China) by measuring the absorbance of the Pickering emulsion at 213 nm",methods,quote_exact;enum_clamped
doi:10.3390/foods14183190,10.3390/foods14183190,release_duration,,,,not_stated,not_stated,,,
doi:10.3390/foods14183190,10.3390/foods14183190,kinetic_model,,,,not_stated,not_stated,,,
doi:10.3390/foods14183190,10.3390/foods14183190,release_result,relatively stable and slower than SC,,relatively stable and slower than SC,full_text_verified,grounded_verbatim,the release rate of essential oil from the Pickering emulsion stabilized by the SC-TA nanocomposite is relatively stable and slower than that stabilized by SC,results,quote_exact;token_prefix
doi:10.3390/foods14183190,10.3390/foods14183190,produce_tested,cherry tomatoes,,cherry tomatoes,full_text_verified,grounded_verbatim,cherry tomatoes,abstract,quote_exact;substring
doi:10.3390/foods14183190,10.3390/foods14183190,package_vol_mass,,,,not_stated,not_stated,,not stated,
doi:10.3390/foods14183190,10.3390/foods14183190,quality_outcomes,"weight loss, firmness, TSS (soluble solids), lycopene, vitamin C, MDA",,"weight loss, firmness, TSS (soluble solids), lycopene, vitamin C, MDA",full_text_verified,grounded_verbatim,"minimizing weight/firmness loss, preserving nutrients (vitamin C, lycopene)",abstract,quote_exact;token_prefix
doi:10.3390/foods14183190,10.3390/foods14183190,mechanical_props,,,"tensile strength, elongation at break",unverifiable,ungrounded_blanked,tensile strength (TS) increasing from 4.81 ± 0.81 MPa to 11.39 ± 0.29 MPa and elongation at break (EAB) rising from 19.22 ± 3.83% to 40.89 ± 11.57%,results,quote_exact;no_parsable_quantity
doi:10.3390/foods14183190,10.3390/foods14183190,barrier_props,,,water-vapour permeability,unverifiable,ungrounded_blanked,21.43% reduction in WVP for the CMTG film relative to the native TG matrix,results,quote_exact;no_parsable_quantity
doi:10.3390/foods14183190,10.3390/foods14183190,antimicrobial_outcomes,inhibition zones against Escherichia coli and Staphylococcus aureus,,inhibition zones against Escherichia coli and Staphylococcus aureus,full_text_verified,grounded_verbatim,"the inhibition zones of the coating with Pickering emulsion were 10.67 mm larger and 6.67 mm larger than those without Pickering emulsion, respectively, against Escherichia coli and Staphylococcus aureus",abstract,quote_exact;token_overlap:8/8
doi:10.3390/foods14183190,10.3390/foods14183190,limitations,Lab-only conditions without supply chain simulations.,,Lab-only conditions without supply chain simulations.,full_text_verified,inference_from_quote,"However, it should be noted that this study was conducted under controlled laboratory conditions and did not include actual supply chain simulations (such as temperature fluctuations, transportation and handling).",conclusion,quote_exact;no_new_numbers
doi:10.3390/foods14183190,10.3390/foods14183190,scaleup_relevance,not_assessable,,not_assessable,full_text_verified,inference_from_quote,additional validation is required to assess its commercial feasibility.,conclusion,quote_exact;no_new_numbers
doi:10.3390/foods14183190,10.3390/foods14183190,concept_relevance,adjacent_mechanism,,adjacent_mechanism,full_text_verified,inference_from_quote,"These comprehensive effects confirm that the BEO-stabilized Pickering emulsion coating represents a promising technology for postharvest management, capable of extending fruit shelf life while preserving nutritional quality.",abstract,quote_exact;no_new_numbers
doi:10.3390/foods13223706,10.3390/foods13223706,reference,"Andreas Romulo et al. (2024). Enhancing Antimicrobial Activity of Thyme Essential Oil Through Cellulose Nano Crystals-Stabilized Pickering Emulsions. Foods, 13, 3706.",,,metadata_only,grounded_verbatim,,api,
doi:10.3390/foods13223706,10.3390/foods13223706,doi,10.3390/foods13223706,,,metadata_only,grounded_verbatim,,api,
doi:10.3390/foods13223706,10.3390/foods13223706,pub_type,original_research,,,metadata_only,grounded_verbatim,,api,
doi:10.3390/foods13223706,10.3390/foods13223706,substrate_polymer,sodium alginate,,sodium alginate,full_text_verified,grounded_verbatim,A 1% solution of Na-alginate was prepared by dissolving the powder into distilled water,methods,quote_exact;substring
doi:10.3390/foods13223706,10.3390/foods13223706,mcp_carrier,,,,not_stated,not_stated,,,
doi:10.3390/foods13223706,10.3390/foods13223706,antimicrobial,thyme essential oil (TEO),,thyme essential oil (TEO),full_text_verified,grounded_verbatim,"Essential oils (EOs), such as thyme essential oil (TEO), are widely known for their antimicrobial properties;",abstract,quote_exact;substring
doi:10.3390/foods13223706,10.3390/foods13223706,prep_method,solution_casting,,solution_casting,full_text_verified,grounded_controlled,the PE–TEO solution was cast on silicon plates and dried at 35 °C for 24 h.,methods,quote_exact;enum_clamped
doi:10.3390/foods13223706,10.3390/foods13223706,manufacturing_temp_c,35,°C,35,full_text_verified,grounded_numeric,dried at 35 °C for 24 h,methods,quote_exact;number_found;context_reject;number_found;unit_match;context_ok
doi:10.3390/foods13223706,10.3390/foods13223706,trigger_mechanism,,,,not_stated,not_stated,,,
doi:10.3390/foods13223706,10.3390/foods13223706,rh_conditions_pct,,,,not_stated,not_stated,,,
doi:10.3390/foods13223706,10.3390/foods13223706,storage_temp_c,,,,not_stated,not_stated,,,
doi:10.3390/foods13223706,10.3390/foods13223706,mcp_loading,,,,not_stated,not_stated,,,
doi:10.3390/foods13223706,10.3390/foods13223706,release_method,,,,not_stated,not_stated,,,
doi:10.3390/foods13223706,10.3390/foods13223706,release_duration,,,,not_stated,not_stated,,,
doi:10.3390/foods13223706,10.3390/foods13223706,kinetic_model,,,,not_stated,not_stated,,,
doi:10.3390/foods13223706,10.3390/foods13223706,release_result,,,,not_stated,not_stated,,,
doi:10.3390/foods13223706,10.3390/foods13223706,produce_tested,,,,not_stated,not_stated,,not stated,
doi:10.3390/foods13223706,10.3390/foods13223706,package_vol_mass,,,,not_stated,not_stated,,not stated,
doi:10.3390/foods13223706,10.3390/foods13223706,quality_outcomes,,,,not_stated,not_stated,,not stated,
doi:10.3390/foods13223706,10.3390/foods13223706,mechanical_props,,,,not_stated,not_stated,,not stated,
doi:10.3390/foods13223706,10.3390/foods13223706,barrier_props,,,,not_stated,not_stated,,not stated,
doi:10.3390/foods13223706,10.3390/foods13223706,antimicrobial_outcomes,MIC50 of 4096 µg/mL against Staphylococcus aureus and Escherichia coli; MIC50 > 8192 µg/mL for 5% TEO,,MIC50 of 4096 µg/mL against Staphylococcus aureus and Escherichia coli; MIC50 > 8192 µg/mL for 5% TEO,full_text_verified,grounded_verbatim,"MIC<sub>50</sub> values of 4096 µg/mL against <i>Staphylococcus aureus</i> and <i>Escherichia coli</i>, while the 5% TEO formulation had no effect at MIC<sub>50</sub> > 8192 µg/mL.",abstract,quote_exact;token_overlap:12/14
doi:10.3390/foods13223706,10.3390/foods13223706,limitations,Formulation requires further optimization and broader application testing,,Formulation requires further optimization and broader application testing,full_text_verified,inference_from_quote,Further research is recommended to optimize the formulation and broaden TEO’s application in food preservation.,abstract,quote_exact;no_new_numbers
doi:10.3390/foods13223706,10.3390/foods13223706,scaleup_relevance,low,,low,full_text_verified,inference_from_quote,"For making the film, the PE–TEO solution was cast on silicon plates and dried at 35 °C for 24 h.",methods,quote_exact;no_new_numbers
doi:10.3390/foods13223706,10.3390/foods13223706,concept_relevance,adjacent_material,,adjacent_material,full_text_verified,inference_from_quote,This study aims to improve the stability and antimicrobial efficacy of TEO by encapsulating it in Pickering emulsions stabilized with cellulose nanocrystals (CNC).,abstract,quote_exact;no_new_numbers
