family_id,pub_number,field,value,evidence_level,status,quote,checks
fam:9879477d8904,CN112218529A,mcp_carrier,alpha-cyclodextrin,full_text_verified,grounded_verbatim,# CN112218529A - Compositions and articles comprising complexes of 1-methylcyclopropene with alpha-cyclodextrin - Google Patents ## Info ## Links ## Images ![](https://patentimages.storage.googleapis.com/a2/e8/c4/4b632e0a00a2a9/HDA0002737454080000011,quote_derived_from_value;substring
fam:9879477d8904,CN112218529A,release_trigger,,not_stated,not_stated,,
fam:9879477d8904,CN112218529A,release_control,,not_stated,not_stated,,
fam:9879477d8904,CN112218529A,antimicrobial_component,,not_stated,not_stated,,
fam:9879477d8904,CN112218529A,manufacturing_method,,not_stated,not_stated,,
fam:9879477d8904,CN112218529A,claim_limitations,,not_stated,not_stated,,
fam:9879477d8904,CN112218529A,overlap_with_concept,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:9879477d8904,CN112218529A,design_around,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:9879477d8904,CN112218529A,uncertainty,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:1be1c995b8c8,CN1325446C,family_id,fam:1be1c995b8c8,metadata_only,grounded_verbatim,,
fam:1be1c995b8c8,CN1325446C,title,Method and device for producing cyclopropenyl compound,metadata_only,grounded_verbatim,,
fam:1be1c995b8c8,CN1325446C,priority_date,2002-05-14,metadata_only,grounded_verbatim,,
fam:1be1c995b8c8,CN1325446C,publication_date,2007-07-11,metadata_only,grounded_verbatim,,
fam:1be1c995b8c8,CN1325446C,assignee,Rohm and Haas Co,metadata_only,grounded_verbatim,,
fam:1be1c995b8c8,CN1325446C,inventors,E·C·考斯坦赛克; L·A·威赛尔; C·L·沃兹,metadata_only,grounded_verbatim,,
fam:1be1c995b8c8,CN1325446C,jurisdictions,"['US', 'EP', 'JP', 'KR', 'CN', 'AU', 'BR', 'CA', 'IL', 'MX', 'NZ', 'TW']",metadata_only,grounded_verbatim,,
fam:1be1c995b8c8,CN1325446C,family_members_seen,CN1325446C,metadata_only,grounded_verbatim,,
fam:1be1c995b8c8,CN1325446C,independent_claim_gist,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:1be1c995b8c8,CN1325446C,packaging_format,,not_stated,not_stated,,
fam:1be1c995b8c8,CN1325446C,mcp_carrier,alpha-cyclodextrin (alpha-cylodextrin),full_text_verified,grounded_verbatim,title complex is 1-methylcyclopropene/alpha-cylodextrin,quote_exact;token_overlap:4/4
fam:1be1c995b8c8,CN1325446C,release_trigger,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:1be1c995b8c8,CN1325446C,release_control,Gas bubbling through an aqueous suspension containing the inclusion complex to mechanically liberate the gas.,full_text_verified,grounded_verbatim,"By this bubbling process, cyclopropylene can come out by desired snap-out release from its beta-cyclodextrin composition.",quote_exact;token_overlap:12/13
fam:1be1c995b8c8,CN1325446C,antimicrobial_component,,not_stated,not_stated,,
fam:1be1c995b8c8,CN1325446C,manufacturing_method,"Joining the cyclopropylene/carrier title complex to water in the container, then passing bubbled gas through the water with the device's gas production equipment to discharge the gas.",full_text_verified,grounded_verbatim,"cyclopropylene/carrier title complex joined and be contained in the described device of claim 1 in the water in the container, pressure is passed water with the bubbled gas of the device generation of the described generation bubbled gas of claim 1 then, and cyclopropylene gas is discharged from cyclopropylene/carrier title complex.",quote_exact;token_overlap:21/24
fam:1be1c995b8c8,CN1325446C,claim_limitations,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:1be1c995b8c8,CN1325446C,overlap_with_concept,Discloses using a 1-MCP/cyclodextrin inclusion complex in an aqueous suspension where bubbling gas through the water triggers rapid release of 1-MCP gas for treating stored plants/fruits/vegetables. Overlaps with moisture-triggered release concepts but uses active mechanical/aeration triggering rather than passive humidity absorption in packaging.,full_text_verified,inference_from_quote,"By this bubbling process, cyclopropylene can come out by desired snap-out release from its beta-cyclodextrin composition.",quote_exact;no_new_numbers
fam:1be1c995b8c8,CN1325446C,design_around,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:1be1c995b8c8,CN1325446C,uncertainty,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:d3d9ff61a086,CR9490A,family_id,fam:d3d9ff61a086,metadata_only,grounded_verbatim,,
fam:d3d9ff61a086,CR9490A,title,CYCLOPROPEN COMPOSITIONS,metadata_only,grounded_verbatim,,
fam:d3d9ff61a086,CR9490A,priority_date,2006-11-09,metadata_only,grounded_verbatim,,
fam:d3d9ff61a086,CR9490A,publication_date,2008-01-21,metadata_only,grounded_verbatim,,
fam:d3d9ff61a086,CR9490A,assignee,,not_stated,not_stated,,
fam:d3d9ff61a086,CR9490A,inventors,,not_stated,not_stated,,
fam:d3d9ff61a086,CR9490A,jurisdictions,"['US', 'EP', 'JP', 'KR', 'CN', 'AR', 'AU', 'BR', 'CA', 'CL', 'CO', 'CR', 'DK', 'ES', 'IL', 'MX', 'NZ', 'PL', 'PT', 'TW', 'UA', 'ZA']",metadata_only,grounded_verbatim,,
fam:d3d9ff61a086,CR9490A,family_members_seen,CR9490A,metadata_only,grounded_verbatim,,
fam:d3d9ff61a086,CR9490A,independent_claim_gist,"A composition comprising a cyclopropene molecular encapsulation agent complex and a calcium chloride salt in a specific dry weight ratio, with defined water content conditions.",full_text_verified,inference_from_quote,"ecular encapsulation agent, and b) at least one different salt of calcium chloride, wherein the ratio of dry weight of said salt to dry weight of said complex of said Cyclopropene molecular encapsulation agent is 0.03 to 500, and wherein said composition i) has 30% or less water by weight, based on the weight of said composition, and has at least one of said salt which is not deliquescent , or ii)",quote_repaired;no_new_numbers
fam:d3d9ff61a086,CR9490A,packaging_format,,not_stated,not_stated,,
fam:d3d9ff61a086,CR9490A,mcp_carrier,cyclopropene molecular encapsulation agent complex,full_text_verified,grounded_verbatim,complex of cyclopropene molecular encapsulation agent,quote_exact;token_prefix
fam:d3d9ff61a086,CR9490A,release_trigger,,not_stated,not_stated,,
fam:d3d9ff61a086,CR9490A,release_control,,not_stated,not_stated,,
fam:d3d9ff61a086,CR9490A,antimicrobial_component,,not_stated,not_stated,,
fam:d3d9ff61a086,CR9490A,manufacturing_method,,not_stated,not_stated,,
fam:d3d9ff61a086,CR9490A,claim_limitations,"Dry weight ratio of salt to complex is 0.03 to 500; water content is ≤30% with non-deliquescent salt, or >30% with salt-to-water dry weight ratio ≥0.005.",full_text_verified,inference_from_quote,ratio of dry weight of said salt to dry weight of said complex of said Cyclopropene molecular encapsulation agent is 0.03 to 500,quote_exact;no_new_numbers
fam:d3d9ff61a086,CR9490A,overlap_with_concept,"Addresses cyclopropene carrier systems and moisture parameters relevant to controlled release, but does not claim packaging formats or essential oils.",full_text_verified,inference_from_quote,complex of cyclopropene molecular encapsulation agent,quote_exact;no_new_numbers
fam:d3d9ff61a086,CR9490A,design_around,"Use a salt other than calcium chloride, alter the dry weight ratio outside claimed ranges, or modify water content limits to fall outside the disclosed parameters.",full_text_verified,inference_from_quote,ratio of dry weight of said salt to dry weight of said complex of said Cyclopropene molecular encapsulation agent is 0.03 to 500,quote_exact;no_new_numbers
fam:d3d9ff61a086,CR9490A,uncertainty,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:17046a47944d,EP1584234A2,family_id,fam:17046a47944d,metadata_only,grounded_verbatim,,
fam:17046a47944d,EP1584234A2,title,Plant ethylene response inhibition complexes,metadata_only,grounded_verbatim,,
fam:17046a47944d,EP1584234A2,priority_date,1998-08-20,metadata_only,grounded_verbatim,,
fam:17046a47944d,EP1584234A2,publication_date,2005-10-12,metadata_only,grounded_verbatim,,
fam:17046a47944d,EP1584234A2,assignee,,not_stated,not_stated,,
fam:17046a47944d,EP1584234A2,inventors,"DALY, JAMES; KOURELIS, BOB",metadata_only,grounded_verbatim,,
fam:17046a47944d,EP1584234A2,jurisdictions,"['US', 'EP', 'JP', 'KR', 'CN', 'AP', 'AT', 'AU', 'BG', 'BR', 'CA', 'CZ', 'DE', 'DK', 'ES', 'HK', 'HR', 'HU', 'IL', 'MX', 'NO', 'NZ', 'OA', 'PL', 'PT', 'SK', 'TR', 'WO', 'ZA']",metadata_only,grounded_verbatim,,
fam:17046a47944d,EP1584234A2,family_members_seen,EP1584234A2,metadata_only,grounded_verbatim,,
fam:17046a47944d,EP1584234A2,independent_claim_gist,,not_stated,not_stated,,
fam:17046a47944d,EP1584234A2,packaging_format,,not_stated,not_stated,,
fam:17046a47944d,EP1584234A2,mcp_carrier,,not_stated,not_stated,,
fam:17046a47944d,EP1584234A2,release_trigger,,not_stated,not_stated,,
fam:17046a47944d,EP1584234A2,release_control,,not_stated,not_stated,,
fam:17046a47944d,EP1584234A2,antimicrobial_component,,not_stated,not_stated,,
fam:17046a47944d,EP1584234A2,manufacturing_method,,not_stated,not_stated,,
fam:17046a47944d,EP1584234A2,claim_limitations,,not_stated,not_stated,,
fam:17046a47944d,EP1584234A2,overlap_with_concept,"The document discloses complexes for inhibiting ethylene response in plants, which aligns with 1-MCP delivery concepts. However, the provided text does not specify humidity-responsive packaging or antimicrobial components.",full_text_verified,inference_from_quote,Plant ethylene response inhibition complexes,quote_exact;no_new_numbers
fam:17046a47944d,EP1584234A2,design_around,,not_stated,not_stated,,
fam:17046a47944d,EP1584234A2,uncertainty,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:c3044bc091ba,KR100791251B1,family_id,fam:c3044bc091ba,metadata_only,grounded_verbatim,,
fam:c3044bc091ba,KR100791251B1,title,Cyclopropene delivery system requiring less water,metadata_only,grounded_verbatim,,
fam:c3044bc091ba,KR100791251B1,priority_date,2000-09-29,metadata_only,grounded_verbatim,,
fam:c3044bc091ba,KR100791251B1,publication_date,2008-01-04,metadata_only,grounded_verbatim,,
fam:c3044bc091ba,KR100791251B1,assignee,롬 앤드 하스 캄파니 / Rohm & Haas Company,metadata_only,grounded_verbatim,,
fam:c3044bc091ba,KR100791251B1,inventors,코스탄섹에드워드찰스,metadata_only,grounded_verbatim,,
fam:c3044bc091ba,KR100791251B1,jurisdictions,"KR, US, EP, JP, CN, AR, AU, BR, CA, DE, ES, IL, MX, NZ, TW",metadata_only,grounded_verbatim,,
fam:c3044bc091ba,KR100791251B1,family_members_seen,KR100791251B1,metadata_only,grounded_verbatim,,
fam:c3044bc091ba,KR100791251B1,independent_claim_gist,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:c3044bc091ba,KR100791251B1,packaging_format,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:c3044bc091ba,KR100791251B1,mcp_carrier,,unverifiable,ungrounded_blanked,가장 바람직한 캡슐화제는 특히 상기 시클로프로펜이 1-메틸시클로프로펜인 경우 알파-시클로덱스트린이다.,quote_exact;token_overlap:3/4
fam:c3044bc091ba,KR100791251B1,release_trigger,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:c3044bc091ba,KR100791251B1,release_control,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:c3044bc091ba,KR100791251B1,antimicrobial_component,,not_stated,not_stated,,
fam:c3044bc091ba,KR100791251B1,manufacturing_method,"contacting cyclopropene gas with cyclodextrin solution/slurry to form complex, precipitating/filtrating, then blending powder complex with water absorbent polymer or soluble compound",full_text_verified,grounded_verbatim,"시클로프로펜과 분자 캡슐화제의 용액 또는 슬러리를 접촉시킨 다음 다시 미국 특허 제 6,017,849에 개시된 일반적인 방법을 사용하여 상기 복합체를 분리함으로써 제조된다.",quote_exact;token_overlap:16/19
fam:c3044bc091ba,KR100791251B1,claim_limitations,"Composition comprises (a) molecular encapsulating agent encapsulating cyclopropene, (b) adjuvants, (c) water absorbent. Ratios: 3-97 wt% complex, 3-97 wt% water absorbent.",full_text_verified,inference_from_quote,"본 발명의 조성물은 시클로프로펜/캡슐화제 복합체 3-97중량%, 물 흡수재 3-97중량%를 포함한다.",quote_exact;no_new_numbers
fam:c3044bc091ba,KR100791251B1,overlap_with_concept,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:c3044bc091ba,KR100791251B1,design_around,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:c3044bc091ba,KR100791251B1,uncertainty,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:9cf1c691ad59,EP3161558B1,family_id,fam:9cf1c691ad59,metadata_only,grounded_verbatim,,
fam:9cf1c691ad59,EP3161558B1,title,Electrostatic printing of cyclodextrin compositions,metadata_only,grounded_verbatim,,
fam:9cf1c691ad59,EP3161558B1,priority_date,2014-06-26,metadata_only,grounded_verbatim,,
fam:9cf1c691ad59,EP3161558B1,publication_date,2021-05-19,metadata_only,grounded_verbatim,,
fam:9cf1c691ad59,EP3161558B1,assignee,"VERDANT TECHNOLOGIES, LLC",metadata_only,grounded_verbatim,,
fam:9cf1c691ad59,EP3161558B1,inventors,"WOOD, WILLARD E., KEUTE, JOSEPH S.",metadata_only,grounded_verbatim,,
fam:9cf1c691ad59,EP3161558B1,jurisdictions,"['US', 'EP', 'JP', 'KR', 'CN', 'AR', 'AU', 'BR', 'CA', 'CL', 'CO', 'ES', 'IL', 'MA', 'MX', 'NZ', 'PL', 'RU', 'TW', 'UA', 'WO']",metadata_only,grounded_verbatim,,
fam:9cf1c691ad59,EP3161558B1,family_members_seen,EP3161558B1,metadata_only,grounded_verbatim,,
fam:9cf1c691ad59,EP3161558B1,independent_claim_gist,,not_stated,not_stated,,
fam:9cf1c691ad59,EP3161558B1,packaging_format,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:9cf1c691ad59,EP3161558B1,mcp_carrier,cyclodextrin,full_text_verified,grounded_verbatim,cyclodextrin compositions,quote_exact;substring
fam:9cf1c691ad59,EP3161558B1,release_trigger,,not_stated,not_stated,,
fam:9cf1c691ad59,EP3161558B1,release_control,,not_stated,not_stated,,
fam:9cf1c691ad59,EP3161558B1,antimicrobial_component,,not_stated,not_stated,,
fam:9cf1c691ad59,EP3161558B1,manufacturing_method,electrostatic printing,full_text_verified,grounded_verbatim,Electrostatic printing,quote_exact;substring
fam:9cf1c691ad59,EP3161558B1,claim_limitations,,not_stated,not_stated,,
fam:9cf1c691ad59,EP3161558B1,overlap_with_concept,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:9cf1c691ad59,EP3161558B1,design_around,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:9cf1c691ad59,EP3161558B1,uncertainty,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:a4d0bc585988,KR20210030899A,family_id,fam:a4d0bc585988,metadata_only,grounded_verbatim,,
fam:a4d0bc585988,KR20210030899A,title,Compositions and articles comprising complexes of 1-methylcyclopropene and alpha-cyclodextrin,metadata_only,grounded_verbatim,,
fam:a4d0bc585988,KR20210030899A,priority_date,2018-04-27,metadata_only,grounded_verbatim,,
fam:a4d0bc585988,KR20210030899A,publication_date,2021-03-18,metadata_only,grounded_verbatim,,
fam:a4d0bc585988,KR20210030899A,assignee,프레쉬 인셋 에스.에이.,metadata_only,grounded_verbatim,,
fam:a4d0bc585988,KR20210030899A,inventors,"안드르제즈 볼란, 마리우스 보시아크, 마르신 파쿨스키, 루시나 차즈코브스카, 카타르지나 안나 구라노브스카, 로크사나 카타르지나 라들로브스카",metadata_only,grounded_verbatim,,
fam:a4d0bc585988,KR20210030899A,jurisdictions,"KR, US, EP, CN, JP, AU, BR, CA, CL, CO, CR, EC, ES, IL, MX, PE, PH, PL, WO, ZA",metadata_only,grounded_verbatim,,
fam:a4d0bc585988,KR20210030899A,family_members_seen,KR20210030899A,metadata_only,grounded_verbatim,,
fam:a4d0bc585988,KR20210030899A,independent_claim_gist,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:a4d0bc585988,KR20210030899A,packaging_format,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:a4d0bc585988,KR20210030899A,mcp_carrier,α-cyclodextrin complex,full_text_verified,grounded_verbatim,1-메틸사이클로프로펜 및 α-사이클로덱스트린의 복합체,quote_exact;substring
fam:a4d0bc585988,KR20210030899A,release_trigger,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:a4d0bc585988,KR20210030899A,release_control,"Delayed release profile controlled by polymeric binder absorbing moisture; no release for ≥1 hour after exposure to 85% RH, followed by continuous release for ≥5 hours.",full_text_verified,grounded_verbatim,조성물이 실질적으로 노출 후 적어도 1 시간의 기간 후 1-메틸사이클로프로펜을 실질적으로 방출하지 않고 그 후 노출 후 적어도 5 시간 동안 1-메틸사이클로프로펜을 지속적으로 방출함을 특징으로 하는 방출 프로파일을 가짐.,quote_exact;token_overlap:18/19
fam:a4d0bc585988,KR20210030899A,antimicrobial_component,,not_stated,not_stated,,
fam:a4d0bc585988,KR20210030899A,manufacturing_method,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:a4d0bc585988,KR20210030899A,claim_limitations,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:a4d0bc585988,KR20210030899A,overlap_with_concept,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:a4d0bc585988,KR20210030899A,design_around,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:a4d0bc585988,KR20210030899A,uncertainty,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:ab0e1d78ce1f,MX2012006797A,family_id,fam:ab0e1d78ce1f,metadata_only,grounded_verbatim,,
fam:ab0e1d78ce1f,MX2012006797A,title,"Maturation or ripening inhibitor release from polymer, fiber, film, sheet or packaging.",metadata_only,grounded_verbatim,,
fam:ab0e1d78ce1f,MX2012006797A,priority_date,2009-12-14,metadata_only,grounded_verbatim,,
fam:ab0e1d78ce1f,MX2012006797A,publication_date,2012-07-23,metadata_only,grounded_verbatim,,
fam:ab0e1d78ce1f,MX2012006797A,assignee,Cellresin Tech Llc,metadata_only,grounded_verbatim,,
fam:ab0e1d78ce1f,MX2012006797A,inventors,"['Willard E Wood', 'Neil J Beaverson', 'William J Kuduk']",metadata_only,grounded_verbatim,,
fam:ab0e1d78ce1f,MX2012006797A,jurisdictions,"['US', 'EP', 'JP', 'KR', 'CN', 'AU', 'BR', 'CA', 'ES', 'MX', 'RU', 'WO']",metadata_only,grounded_verbatim,,
fam:ab0e1d78ce1f,MX2012006797A,family_members_seen,MX2012006797A,metadata_only,grounded_verbatim,,
fam:ab0e1d78ce1f,MX2012006797A,independent_claim_gist,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:ab0e1d78ce1f,MX2012006797A,packaging_format,"film, fiber, sheet, laminate, polymer chips, woven or nonwoven fabrics, closures",full_text_verified,grounded_verbatim,"polymer chips, fibers, woven or nonwoven fabrics, films, closures, and laminates",quote_exact;token_overlap:10/10
fam:ab0e1d78ce1f,MX2012006797A,mcp_carrier,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:ab0e1d78ce1f,MX2012006797A,release_trigger,humidity_moisture,full_text_verified,grounded_controlled,released under controlled conditions of humidity,quote_exact;enum_clamped
fam:ab0e1d78ce1f,MX2012006797A,release_control,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:ab0e1d78ce1f,MX2012006797A,antimicrobial_component,,not_stated,not_stated,,
fam:ab0e1d78ce1f,MX2012006797A,manufacturing_method,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:ab0e1d78ce1f,MX2012006797A,claim_limitations,,not_stated,not_stated,,
fam:ab0e1d78ce1f,MX2012006797A,overlap_with_concept,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:ab0e1d78ce1f,MX2012006797A,design_around,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:ab0e1d78ce1f,MX2012006797A,uncertainty,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:e04118401022,PH12016500070A1,family_id,fam:e04118401022,metadata_only,grounded_verbatim,,
fam:e04118401022,PH12016500070A1,title,Humidity activated formulation for volatile compounds,metadata_only,grounded_verbatim,,
fam:e04118401022,PH12016500070A1,priority_date,2013-07-11,metadata_only,grounded_verbatim,,
fam:e04118401022,PH12016500070A1,publication_date,2016-04-18,metadata_only,grounded_verbatim,,
fam:e04118401022,PH12016500070A1,assignee,Agrofresh Inc,metadata_only,grounded_verbatim,,
fam:e04118401022,PH12016500070A1,inventors,"Williamson Alexander, Maclean Daniel",metadata_only,grounded_verbatim,,
fam:e04118401022,PH12016500070A1,jurisdictions,"US, EP, CN, JP, KR, AR, AU, BR, CA, CL, ES, HR, IL, MX, PE, PH, PL, PT, RS, RU, SG, TW, WO",metadata_only,grounded_verbatim,,
fam:e04118401022,PH12016500070A1,family_members_seen,PH12016500070A1,metadata_only,grounded_verbatim,,
fam:e04118401022,PH12016500070A1,independent_claim_gist,Delivery systems in the form of coatings or films that provide controlled release of volatile components (including 1-methylcyclopropene) in vapor form triggered by high relative humidity.,full_text_verified,inference_from_quote,"Provided are delivery systems in the form of coatings or films, where controlled release of their volatile components in vapor form is triggered by high relative humidity. The volatile component may include, for example volatile antimicrobial liquids including low molecular weight alcohols and/or aldehydes, 1 -methylcyclopropene, and/or other volatile fungicides.",quote_exact;no_new_numbers
fam:e04118401022,PH12016500070A1,packaging_format,coatings or films,full_text_verified,grounded_verbatim,delivery systems in the form of coatings or films,quote_exact;substring
fam:e04118401022,PH12016500070A1,mcp_carrier,,not_stated,not_stated,,
fam:e04118401022,PH12016500070A1,release_trigger,humidity_moisture,full_text_verified,grounded_controlled,triggered by high relative humidity,quote_exact;enum_clamped
fam:e04118401022,PH12016500070A1,release_control,Humidity activation controls the release rate of volatile components in vapor form.,full_text_verified,grounded_verbatim,controlled release of their volatile components in vapor form is triggered by high relative humidity,quote_exact;token_overlap:8/10
fam:e04118401022,PH12016500070A1,antimicrobial_component,"volatile antimicrobial liquids including low molecular weight alcohols and/or aldehydes, 1-methylcyclopropene, and/or other volatile fungicides",full_text_verified,grounded_verbatim,"volatile antimicrobial liquids including low molecular weight alcohols and/or aldehydes, 1 -methylcyclopropene, and/or other volatile fungicides",quote_exact;substring
fam:e04118401022,PH12016500070A1,manufacturing_method,,not_stated,not_stated,,
fam:e04118401022,PH12016500070A1,claim_limitations,,not_stated,not_stated,,
fam:e04118401022,PH12016500070A1,overlap_with_concept,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:e04118401022,PH12016500070A1,design_around,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:e04118401022,PH12016500070A1,uncertainty,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:d25d28f04638,PL346176A1,family_id,fam:d25d28f04638,metadata_only,grounded_verbatim,,
fam:d25d28f04638,PL346176A1,title,Plant ethylene response inhibition compounds and complexes,metadata_only,grounded_verbatim,,
fam:d25d28f04638,PL346176A1,priority_date,1998-08-20,metadata_only,grounded_verbatim,,
fam:d25d28f04638,PL346176A1,publication_date,2002-01-28,metadata_only,grounded_verbatim,,
fam:d25d28f04638,PL346176A1,assignee,,not_stated,not_stated,,
fam:d25d28f04638,PL346176A1,inventors,,not_stated,not_stated,,
fam:d25d28f04638,PL346176A1,jurisdictions,"US, EP, JP, KR, CN, AP, AT, AU, BG, BR, CA, CZ, DE, DK, ES, HK, HR, HU, IL, MX, NO, NZ, OA, PL, PT, SK, TR, WO, ZA",metadata_only,grounded_verbatim,,
fam:d25d28f04638,PL346176A1,family_members_seen,PL346176A1,metadata_only,grounded_verbatim,,
fam:d25d28f04638,PL346176A1,independent_claim_gist,,not_stated,not_stated,,
fam:d25d28f04638,PL346176A1,packaging_format,,not_stated,not_stated,,
fam:d25d28f04638,PL346176A1,mcp_carrier,,not_stated,not_stated,,
fam:d25d28f04638,PL346176A1,release_trigger,,not_stated,not_stated,,
fam:d25d28f04638,PL346176A1,release_control,,not_stated,not_stated,,
fam:d25d28f04638,PL346176A1,antimicrobial_component,,not_stated,not_stated,,
fam:d25d28f04638,PL346176A1,manufacturing_method,,not_stated,not_stated,,
fam:d25d28f04638,PL346176A1,claim_limitations,,not_stated,not_stated,,
fam:d25d28f04638,PL346176A1,overlap_with_concept,"The document covers ethylene response inhibition compounds and complexes, which aligns with the 1-MCP component of the project. However, the provided metadata lacks details on humidity-responsive release mechanisms, packaging formats, or antimicrobial additives.",full_text_verified,inference_from_quote,Plant ethylene response inhibition compounds and complexes,quote_exact;no_new_numbers
fam:d25d28f04638,PL346176A1,design_around,,not_stated,not_stated,,
fam:d25d28f04638,PL346176A1,uncertainty,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:00324b255b63,US10351490B2,family_id,fam:00324b255b63,metadata_only,grounded_verbatim,,
fam:00324b255b63,US10351490B2,title,Complexes of 1-methylcyclopropene with metal coordination polymer networks,metadata_only,grounded_verbatim,,
fam:00324b255b63,US10351490B2,priority_date,2014-11-10,metadata_only,grounded_verbatim,,
fam:00324b255b63,US10351490B2,publication_date,2019-07-16,metadata_only,grounded_verbatim,,
fam:00324b255b63,US10351490B2,assignee,AgroFresh Inc,metadata_only,grounded_verbatim,,
fam:00324b255b63,US10351490B2,inventors,Nazir Mir,metadata_only,grounded_verbatim,,
fam:00324b255b63,US10351490B2,jurisdictions,"US, EP, AU, BR, CA, IL, NZ, WO, ZA",metadata_only,grounded_verbatim,,
fam:00324b255b63,US10351490B2,family_members_seen,US10351490B2,metadata_only,grounded_verbatim,,
fam:00324b255b63,US10351490B2,independent_claim_gist,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:00324b255b63,US10351490B2,packaging_format,,not_stated,not_stated,,
fam:00324b255b63,US10351490B2,mcp_carrier,metal coordination polymer network (MCPN),full_text_verified,grounded_verbatim,metal coordination polymer network (MCPN),quote_exact;substring
fam:00324b255b63,US10351490B2,release_trigger,humidity_moisture,full_text_verified,grounded_controlled,aqueous fluid produced via transpirational moisture evolution from packaged plants or plant parts,quote_exact;enum_clamped
fam:00324b255b63,US10351490B2,release_control,"adsorption to a surface of the MCPN, released upon contact with aqueous fluid",full_text_verified,grounded_verbatim,wherein the 1-MCP is adsorbed to a surface of the MCPN.,quote_exact;token_overlap:10/10
fam:00324b255b63,US10351490B2,antimicrobial_component,,not_stated,not_stated,,
fam:00324b255b63,US10351490B2,manufacturing_method,,not_stated,not_stated,,
fam:00324b255b63,US10351490B2,claim_limitations,"metal node selected from Mg, Mn, Ca, Cu, Al, Zn, Fe, or a combination thereof, and one or more ligands coupled to the metal node",full_text_verified,inference_from_quote,"a metal node selected from Mg, Mn, Ca, Cu, Al, Zn, Fe, or a combination thereof, and one or more ligands coupled to the metal node",quote_exact;no_new_numbers
fam:00324b255b63,US10351490B2,overlap_with_concept,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:00324b255b63,US10351490B2,design_around,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:00324b255b63,US10351490B2,uncertainty,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:e1935473352b,US11033870B1,family_id,fam:e1935473352b,metadata_only,grounded_verbatim,,
fam:e1935473352b,US11033870B1,title,Generators for 1-methylcyclopropene release from carrier complex,metadata_only,grounded_verbatim,,
fam:e1935473352b,US11033870B1,priority_date,2019-11-16,metadata_only,grounded_verbatim,,
fam:e1935473352b,US11033870B1,publication_date,2021-06-15,metadata_only,grounded_verbatim,,
fam:e1935473352b,US11033870B1,assignee,Individual,metadata_only,grounded_verbatim,,
fam:e1935473352b,US11033870B1,inventors,Nazir Mir,metadata_only,grounded_verbatim,,
fam:e1935473352b,US11033870B1,jurisdictions,['US'],metadata_only,grounded_verbatim,,
fam:e1935473352b,US11033870B1,family_members_seen,US11033870B1,metadata_only,grounded_verbatim,,
fam:e1935473352b,US11033870B1,independent_claim_gist,,unverifiable,ungrounded_blanked,,quote_not_locatable
fam:e1935473352b,US11033870B1,packaging_format,,not_stated,not_stated,,
