company_id,company_name,seed_row_ids,seed_locations,sector_hints_unverified,evidence_status,source_reported_effect_claims,response_or_opinion_claims,company_context_claims,group_context_claims,unverified_leads,rejected_company_links,full_text_named_tariff_claims,web_queries_completed,web_queries_planned,current_policy_verified,facility_exposure_verified,profile_path
company_b5ea19d5054e315d972744db,Lyle Industries Inc.,"[""gnem_row_106"", ""gnem_row_107""]","[""Dawsonville, Dawson County""]","[""automotive_and_trade""]",company_context_only,0,0,6,0,0,0,0,2,2,False,False,companies/company_b5ea19d5054e315d972744db.md
company_ef38ad6c248a16d5d72da55c,Mack Trucks,"[""gnem_row_28""]","[""Dublin, Lowndes County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_ef38ad6c248a16d5d72da55c.md
company_6ad2cc466d4f49495289e32c,Magna International,"[""gnem_row_109""]","[""Carrollton, Carroll County""]","[""automotive_and_trade""]",source_reported_company_tariff_effect,2,1,0,2,1,0,2,2,2,False,False,companies/company_6ad2cc466d4f49495289e32c.md
company_74f4835a25a8890b2477e48b,Mando America Corp.,"[""gnem_row_29""]","[""Hogansville, Meriwether County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_74f4835a25a8890b2477e48b.md
company_cc05f0fa42a8b67bc3fac107,Master Craft Engineering Inc.,"[""gnem_row_111""]","[""Lavonia, Franklin County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_cc05f0fa42a8b67bc3fac107.md
company_40f766afc78f2026929f2f25,MAT Heavy Duty,"[""gnem_row_38""]","[""Suwanee, Gwinnett County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_40f766afc78f2026929f2f25.md
company_04aa588dd09fd1f4ac08e185,Maxxis International USA,"[""gnem_row_113""]","[""Suwanee, Clayton County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_04aa588dd09fd1f4ac08e185.md
company_a4ae0b0d9a7850bda1de1dbe,Mercedes-Benz USA LLC,"[""gnem_row_41""]","[""Sandy Springs, Fulton County""]","[""automotive_and_trade""]",company_context_only,0,0,6,16,0,0,0,2,2,False,False,companies/company_a4ae0b0d9a7850bda1de1dbe.md
company_154339ddd87245d6b7e95ca5,Michelin Tread Technologies,"[""gnem_row_44""]","[""Lawrenceville, Gwinnett County""]","[""automotive_and_trade""]",group_context_only,0,0,0,5,0,0,0,2,2,False,False,companies/company_154339ddd87245d6b7e95ca5.md
company_d75ac400f676e94363abe01a,Milliken & Co./Valway Plant,"[""gnem_row_46""]","[""LaGrange, Troup County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_d75ac400f676e94363abe01a.md
company_d4ec137cd59e7e026abc774c,Minebea AccessSolutions USA Inc.,"[""gnem_row_117""]","[""Gainesville, Cobb County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_d4ec137cd59e7e026abc774c.md
company_859f550089b8293c0ae121ed,Mobis Alabama LLC,"[""gnem_row_47""]","[""West Point, Troup County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_859f550089b8293c0ae121ed.md
company_10d15bbbe68ff2be14d6aec2,MollerTech LLC,"[""gnem_row_119""]","[""Dalton, Murray County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_10d15bbbe68ff2be14d6aec2.md
company_eede3852858fee3e71f33721,Morgan Corp.,"[""gnem_row_120""]","[""Lawrenceville, Gwinnett County""]","[""automotive_and_trade""]",company_context_only,0,0,2,0,0,3,0,2,2,False,False,companies/company_eede3852858fee3e71f33721.md
company_1586819e6c963998b5db83da,Murata Electronics North America Inc.,"[""gnem_row_58""]","[""Smyrna, Fulton County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_1586819e6c963998b5db83da.md
company_4744f7fd4e0e4f89f2f73b2a,Neaton Rome Inc.,"[""gnem_row_63""]","[""Rome, Cobb County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_4744f7fd4e0e4f89f2f73b2a.md
company_88a2081314267701955f6546,Nidec Elesys Americas Corp.,"[""gnem_row_123""]","[""Suwanee, Forsyth County""]","[""automotive_and_trade""]",group_context_only,0,0,0,5,0,0,0,2,2,False,False,companies/company_88a2081314267701955f6546.md
company_7849dc05e9630d0106497b00,NIFCO KTW America Corp.,"[""gnem_row_124""]","[""Toccoa, Franklin County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_7849dc05e9630d0106497b00.md
company_8f5291e2a5a64e6a8f7f09e2,Nile Automotive,"[""gnem_row_125""]","[""Cumming, Forsyth County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_8f5291e2a5a64e6a8f7f09e2.md
company_c511a92fcd95a7cc9a4a2c33,Nisshinbo Automotive Manufacturing Inc.,"[""gnem_row_126""]","[""Covington, Newton County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_c511a92fcd95a7cc9a4a2c33.md
company_620054e4e188e563c4920e21,Nivel Parts & Manufacturing Co. LLC,"[""gnem_row_127""]","[""Cairo, Grady County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_620054e4e188e563c4920e21.md
company_bcc838354309e862758a8371,Novelis Inc.,"[""gnem_row_65"", ""gnem_row_129"", ""gnem_row_130""]","[""Atlanta, Fulton County""]","[""automotive_and_trade""]",source_reported_company_tariff_effect,2,0,10,0,2,0,2,2,2,False,False,companies/company_bcc838354309e862758a8371.md
company_a51a3f8338d12ca01a577774,NVH Korea,"[""gnem_row_89""]","[""Locust Grove, Henry County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_a51a3f8338d12ca01a577774.md
company_a25ed74f86091489db686a03,Oneda Corp.,"[""gnem_row_91""]","[""Gainesville, Hall County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_a25ed74f86091489db686a03.md
company_bce2d26074c9cd4b0409dbc0,OTR Wheel Engineering Inc.,"[""gnem_row_133""]","[""Rome, Floyd County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_bce2d26074c9cd4b0409dbc0.md
company_b2519d425e8c787c3825d2b9,Paccar,"[""gnem_row_134""]","[""Morrow, Clayton County""]","[""automotive_and_trade""]",source_reported_company_tariff_effect,1,4,2,0,2,0,3,2,2,False,False,companies/company_b2519d425e8c787c3825d2b9.md
company_065f929c58de60436123306d,PAI Industries Inc.,"[""gnem_row_135""]","[""Mableton, Cobb County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_065f929c58de60436123306d.md
company_d0e4b3968ef99687d30dd1ba,Pak-Lite Inc.,"[""gnem_row_136""]","[""Suwanee, Gwinnett County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_d0e4b3968ef99687d30dd1ba.md
company_f4939036511c0ee9ade29b46,Panasonic Automotive Systems Co.,"[""gnem_row_137"", ""gnem_row_138""]","[""Peachtree City, Fayette County""]","[""automotive_and_trade""]",group_context_only,0,0,0,5,0,0,0,2,2,False,False,companies/company_f4939036511c0ee9ade29b46.md
company_abf2b48f96cf55c66c957e6e,Panduit Corp.,"[""gnem_row_139""]","[""Cumming, Forsyth County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_abf2b48f96cf55c66c957e6e.md
company_58e740dcd9f3598d25e1cf8c,Peerless-Winsmith Inc.,"[""gnem_row_140""]","[""Flowery Branch, Hall County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_58e740dcd9f3598d25e1cf8c.md
company_09088da4230e4aa9653a62b0,Perkins Small Engines LLC,"[""gnem_row_110""]","[""Griffin, Spalding County""]","[""automotive_and_trade""]",company_context_only,0,0,1,1,0,0,0,2,2,False,False,companies/company_09088da4230e4aa9653a62b0.md
company_3b08d60cda1e626125460263,Peterson Spring,"[""gnem_row_114""]","[""Athens, Clarke County""]","[""automotive_and_trade""]",company_context_only,0,0,1,7,0,0,0,2,2,False,False,companies/company_3b08d60cda1e626125460263.md
company_2d4ba2a74a409a97bbfe7442,Piedmont Automotive Products Inc.,"[""gnem_row_144""]","[""Clarkesville, Habersham County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_2d4ba2a74a409a97bbfe7442.md
company_f5609ab445df94a594136ba8,PIOLAX Corp.,"[""gnem_row_116""]","[""Canton, Cherokee County""]","[""automotive_and_trade""]",company_context_only,0,0,2,0,0,0,0,2,2,False,False,companies/company_f5609ab445df94a594136ba8.md
company_ca4c6bbbf98fac1857c252a1,Pirelli Tire North America LLC,"[""gnem_row_118""]","[""Albany, Dougherty County""]","[""automotive_and_trade""]",group_context_only,0,0,0,3,0,0,0,2,2,False,False,companies/company_ca4c6bbbf98fac1857c252a1.md
company_916426eb70ecce5624bfa654,Porsche Cars North America Inc.,"[""gnem_row_122""]","[""Atlanta, Fulton County""]","[""automotive_and_trade""]",group_context_only,0,0,0,7,0,0,0,2,2,False,False,companies/company_916426eb70ecce5624bfa654.md
company_d52e9e16bbe521b4e9847297,PPG Industries Inc.,"[""gnem_row_148""]","[""Calhoun, Whitfield County""]","[""automotive_and_trade""]",company_tariff_response_or_opinion,0,1,0,0,0,0,1,2,2,False,False,companies/company_d52e9e16bbe521b4e9847297.md
company_29f6309444ab2e1c3472c3a7,QSR Inc.,"[""gnem_row_150""]","[""LaGrange, Clayton County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_29f6309444ab2e1c3472c3a7.md
company_7dd0e30354ae58e70bc7f1ab,Racemark International LLC,"[""gnem_row_151""]","[""Gray, Jones County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_7dd0e30354ae58e70bc7f1ab.md
company_733f406bade7f8e2e5e1a4ac,RealTruck,"[""gnem_row_132""]","[""Peachtree City, Walker County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_733f406bade7f8e2e5e1a4ac.md
company_bf47a285d281fa0f069e5d46,Rivian Automotive,"[""gnem_row_153""]","[""Atlanta, Fulton County""]","[""automotive_and_trade""]",company_context_only,0,0,1,4,0,0,0,2,2,False,False,companies/company_bf47a285d281fa0f069e5d46.md
company_12e67d5ae5db170e67a50b2e,Robert Bosch LLC,"[""gnem_row_145""]","[""Flowery Branch, Forsyth County""]","[""automotive_and_trade""]",company_context_only,0,0,1,1,0,0,0,2,2,False,False,companies/company_12e67d5ae5db170e67a50b2e.md
company_200ebe21e055e72509aa1abc,SAFT America Inc.,"[""gnem_row_155""]","[""Cataula, Harris County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_200ebe21e055e72509aa1abc.md
company_e9fd0ec8b547bf4492af2a45,Sejong Georgia LLC,"[""gnem_row_156""]","[""Jefferson, Barrow County""]","[""automotive_and_trade""]",company_context_only,0,0,2,0,0,0,0,2,2,False,False,companies/company_e9fd0ec8b547bf4492af2a45.md
company_07bdb7c1d1dbfa2bc94f0282,Seohan Auto USA,"[""gnem_row_157""]","[""LaGrange, Lamar County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_07bdb7c1d1dbfa2bc94f0282.md
company_c89f5b7a127c7ebb39ac7795,Seoyon E-HWA,"[""gnem_row_158""]","[""West Point, Troup County""]","[""automotive_and_trade""]",company_context_only,0,0,2,0,0,0,0,2,2,False,False,companies/company_c89f5b7a127c7ebb39ac7795.md
company_8888aef32079e2fde2def9b4,Seoyon E-Hwa Interior Systems,"[""gnem_row_159""]","[""West Point, Troup County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_8888aef32079e2fde2def9b4.md
company_a3f3c6917807f4d6e5d3818f,Sewon America Inc.,"[""gnem_row_149"", ""gnem_row_152"", ""gnem_row_162""]","[""LaGrange, Troup County""]","[""automotive_and_trade""]",company_context_only,0,0,4,0,0,0,0,2,2,False,False,companies/company_a3f3c6917807f4d6e5d3818f.md
company_0840ca72a880ea975df81150,SHIROKI North America Inc,"[""gnem_row_154""]","[""LaGrange, Clayton County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_0840ca72a880ea975df81150.md
company_8df8745aa77e1b6d38397a4e,SKF USA Inc.,"[""gnem_row_165""]","[""Ringgold, Catoosa County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_8df8745aa77e1b6d38397a4e.md
company_2703f483acb6cc525b6a7848,Solvay Specialty Polymers USA LLC,"[""gnem_row_160""]","[""Augusta, Elbert County""]","[""automotive_and_trade""]",company_context_only,0,0,4,0,0,0,0,2,2,False,False,companies/company_2703f483acb6cc525b6a7848.md
company_897a9db8aebed83bd2799b36,Southern Switches Corp.,"[""gnem_row_167""]","[""Dahlonega, Dawson County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_897a9db8aebed83bd2799b36.md
company_5851dbb8592edb520cc2ac87,SRG Global Inc.,"[""gnem_row_168""]","[""Covington, Newton County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_5851dbb8592edb520cc2ac87.md
company_01817ab985f63f3cc976a82f,Stryten Energy,"[""gnem_row_169""]","[""Alpharetta, Forsyth County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_01817ab985f63f3cc976a82f.md
company_705c975c0b21d509bfb29018,Suhner Manufacturing Corp.,"[""gnem_row_170""]","[""Rome, Floyd County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_705c975c0b21d509bfb29018.md
company_37a56bc9ae554661c98d2c5e,SungEel Recycling Park Georgia,"[""gnem_row_171""]","[""Duluth, Gwinnett County""]","[""automotive_and_trade"", ""batteries_and_minerals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_37a56bc9ae554661c98d2c5e.md
company_f48a5d63b769d5a79766038c,Superior Essex Inc.,"[""gnem_row_172""]","[""Kennesaw, Cobb County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_f48a5d63b769d5a79766038c.md
company_a70d2f26955acf1b5a0306e6,Suzuki Manufacturing of America Corp.,"[""gnem_row_173""]","[""Rome, Cobb County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_a70d2f26955acf1b5a0306e6.md
company_1f5709cc554bb7b9bb9826bf,TCI Powder Coatings,"[""gnem_row_174""]","[""Ellaville, Schley County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_1f5709cc554bb7b9bb9826bf.md
company_3e0686f60c22b008dd5a18cf,TDK Components USA Inc.,"[""gnem_row_175""]","[""Silver Creek, Floyd County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_3e0686f60c22b008dd5a18cf.md
company_aaa7f0307f6d78ed3a046f8c,TE Connectivity,"[""gnem_row_176""]","[""Kennesaw, Cobb County""]","[""automotive_and_trade""]",unverified_tariff_leads_only,0,0,0,0,1,0,0,2,2,False,False,companies/company_aaa7f0307f6d78ed3a046f8c.md
company_c6dcb308bcb598c09e54dacd,Teklas USA,"[""gnem_row_177""]","[""Calhoun, Gordon County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_c6dcb308bcb598c09e54dacd.md
company_7941a108fa084dfe890ed1d8,Textron Specialized Vehicles,"[""gnem_row_178""]","[""Augusta, Richmond County""]","[""automotive_and_trade""]",company_tariff_response_or_opinion,0,2,0,1,0,0,2,2,2,False,False,companies/company_7941a108fa084dfe890ed1d8.md
company_102e1a25f7c6be28624dcef0,Thermal Ceramics Inc.,"[""gnem_row_179""]","[""Augusta, Columbia County""]","[""automotive_and_trade""]",company_context_only,0,0,1,0,0,0,0,2,2,False,False,companies/company_102e1a25f7c6be28624dcef0.md
company_2abed4e8267cf9012537b79e,Thomson Plastics Inc.,"[""gnem_row_180""]","[""Monroe, Walton County""]","[""automotive_and_trade""]",company_context_only,0,0,4,0,0,0,0,2,2,False,False,companies/company_2abed4e8267cf9012537b79e.md
company_6cbe93bbec566a18e6054681,TI Fluid Systems,"[""gnem_row_181"", ""gnem_row_182""]","[""Cartersville, Bartow County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_6cbe93bbec566a18e6054681.md
company_e0551e94478a46a41053fe4e,Tie Down Engineering,"[""gnem_row_183""]","[""Atlanta, Fulton County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_e0551e94478a46a41053fe4e.md
company_dfea087f5e2dd31c50e24164,TN Americas Holding Inc.,"[""gnem_row_184""]","[""Cumming, Forsyth County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_dfea087f5e2dd31c50e24164.md
company_caacbd2dc0461ed785c2c708,Toyota Industries Group (TACG-TICA),"[""gnem_row_185""]","[""Pendergrass, Hall County""]","[""automotive_and_trade""]",group_context_only,0,0,0,18,0,0,0,2,2,False,False,companies/company_caacbd2dc0461ed785c2c708.md
company_ee8dbbd4cf1c48979fcf0406,Trenton Pressing,"[""gnem_row_186""]","[""Trenton, Dade County""]","[""automotive_and_trade""]",company_context_only,0,0,2,0,0,0,0,2,2,False,False,companies/company_ee8dbbd4cf1c48979fcf0406.md
company_d6618350a3c99d906f0ee2c2,Trenton Pressing Inc.,"[""gnem_row_187""]","[""Trenton, Dade County""]","[""automotive_and_trade""]",company_context_only,0,0,2,0,0,0,0,2,2,False,False,companies/company_d6618350a3c99d906f0ee2c2.md
company_7150fb43251087a238bda4ce,Valeo,"[""gnem_row_188""]",[],"[""automotive_and_trade""]",company_tariff_response_or_opinion,0,1,6,0,0,0,0,2,2,False,False,companies/company_7150fb43251087a238bda4ce.md
company_596feb00112a7e34ae91ab24,Vanguard National Trailer Corp.,"[""gnem_row_189""]","[""Trenton, Dade County""]","[""automotive_and_trade""]",source_reported_company_tariff_effect,1,0,0,0,0,0,1,2,2,False,False,companies/company_596feb00112a7e34ae91ab24.md
company_2bc94a6bcf8d11a21a6cf4eb,Vernay,"[""gnem_row_190""]","[""Griffin, Spalding County""]","[""automotive_and_trade"", ""metals""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_2bc94a6bcf8d11a21a6cf4eb.md
company_b0f60975ef3d7167cafebe78,Vista Metals Corp.,"[""gnem_row_191""]","[""Adairsville, Bartow County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_b0f60975ef3d7167cafebe78.md
company_e8ba5621ee1abfc8fd4637ee,Voestalpine Automotive Body Parts Inc.,"[""gnem_row_192""]","[""Cartersville, Bartow County""]","[""automotive_and_trade""]",company_context_only,0,0,5,0,0,0,0,2,2,False,False,companies/company_e8ba5621ee1abfc8fd4637ee.md
company_1b71f48f9617b15b0e014979,Volvo Cars USA,"[""gnem_row_193""]",[],"[""automotive_and_trade""]",group_context_only,0,0,0,26,0,0,0,2,2,False,False,companies/company_1b71f48f9617b15b0e014979.md
company_7a96eea5ccf771c156845947,Volvo Group North America,"[""gnem_row_194""]",[],"[""metals""]",group_context_only,0,0,0,26,0,0,0,2,2,False,False,companies/company_7a96eea5ccf771c156845947.md
company_bac57d36c7250058fae99e10,Wabash National Corp.,"[""gnem_row_195""]","[""Ellenwood, Clayton County""]","[""automotive_and_trade""]",source_reported_company_tariff_effect,1,1,0,3,0,0,1,2,2,False,False,companies/company_bac57d36c7250058fae99e10.md
company_aacc5e2a4c9fc98b8e2f9d80,Wheelabrator Group Inc.,"[""gnem_row_196""]","[""LaGrange, Troup County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_aacc5e2a4c9fc98b8e2f9d80.md
company_3c67e220aad7d9c8ee1929f3,WIKA USA,"[""gnem_row_197""]","[""Lawrenceville, Gwinnett County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_3c67e220aad7d9c8ee1929f3.md
company_a61f2691b7ceb2228b2ccd4d,Woodbridge Foam Corp.,"[""gnem_row_198""]","[""Lithonia, Rockdale County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_a61f2691b7ceb2228b2ccd4d.md
company_aa1a5dfbbcb7e72c4fc98871,Woory Industrial Co.,"[""gnem_row_199""]","[""Dublin, Johnson County""]","[""automotive_and_trade""]",company_context_only,0,0,6,0,0,0,0,2,2,False,False,companies/company_aa1a5dfbbcb7e72c4fc98871.md
company_74bf2146c064be5012820c17,Yachiyo Manufacturing of America LLC,"[""gnem_row_200""]","[""Carrollton, Carroll County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_74bf2146c064be5012820c17.md
company_3bfce136e09e64002bf1582c,Yamaha Motor Manufacturing Corp.,"[""gnem_row_201""]","[""Newnan, Coweta County""]","[""automotive_and_trade""]",company_context_only,0,0,3,4,0,0,0,2,2,False,False,companies/company_3bfce136e09e64002bf1582c.md
company_efe9bd3c5d9ae8c0879f1258,Yazaki North America,"[""gnem_row_202""]","[""Griffin, Spalding County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_efe9bd3c5d9ae8c0879f1258.md
company_df83f1d388dc1cf299de32ec,YKK USA Inc.,"[""gnem_row_203""]","[""Marietta, Cobb County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_df83f1d388dc1cf299de32ec.md
company_8d222dd0a0807029704fdce6,ZF Gainesville LLC,"[""gnem_row_204"", ""gnem_row_205"", ""gnem_row_206""]","[""Gainesville, Hall County""]","[""automotive_and_trade""]",no_usable_company_evidence,0,0,0,0,0,0,0,2,2,False,False,companies/company_8d222dd0a0807029704fdce6.md
